"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner"
"Mohammed Siraj","DA Warner",0.1,1,FALSE,1,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","MS Harris",0.2,0,FALSE,1,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","MS Harris",0.3,3,FALSE,4,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","DA Warner",0.4,0,FALSE,4,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","DA Warner",0.5,0,FALSE,4,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","DA Warner",0.6,0,FALSE,4,1,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","MS Harris",1.1,0,TRUE,5,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","MS Harris",1.1,0,FALSE,5,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","MS Harris",1.2,0,FALSE,5,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","MS Harris",1.3,0,FALSE,5,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","MS Harris",1.4,0,FALSE,5,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","MS Harris",1.5,0,FALSE,5,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","MS Harris",1.6,0,FALSE,5,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",2.1,0,FALSE,5,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",2.2,0,FALSE,5,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",2.3,0,TRUE,9,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",2.4,0,FALSE,9,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",2.5,0,FALSE,9,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",2.6,0,FALSE,9,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","MS Harris",3.1,0,TRUE,10,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","MS Harris",3.1,0,FALSE,10,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","MS Harris",3.2,0,FALSE,10,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","MS Harris",3.3,0,FALSE,10,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","MS Harris",3.4,0,FALSE,10,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","MS Harris",3.5,0,FALSE,10,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","MS Harris",3.6,0,FALSE,10,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",4.1,0,FALSE,10,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",4.2,0,FALSE,10,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",4.3,0,FALSE,10,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",4.4,0,FALSE,10,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",4.5,4,FALSE,14,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",4.6,0,FALSE,14,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","MS Harris",5.1,1,FALSE,15,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",5.2,0,FALSE,15,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",5.3,0,FALSE,15,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",5.4,0,FALSE,15,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",5.5,0,FALSE,15,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",5.6,0,FALSE,15,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","MS Harris",6.1,0,FALSE,15,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","MS Harris",6.2,0,FALSE,15,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","MS Harris",6.3,0,FALSE,15,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","MS Harris",6.4,0,FALSE,15,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","MS Harris",6.5,1,FALSE,16,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",6.6,1,FALSE,17,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",7.1,0,FALSE,17,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",7.2,0,FALSE,17,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",7.3,0,FALSE,17,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",7.4,0,FALSE,17,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",7.5,0,FALSE,17,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",7.6,0,FALSE,17,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","MS Harris",8.1,0,FALSE,17,2,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","SPD Smith",8.2,0,FALSE,17,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","SPD Smith",8.3,0,FALSE,17,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","SPD Smith",8.4,0,FALSE,17,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","SPD Smith",8.5,0,FALSE,17,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","SPD Smith",8.6,3,FALSE,20,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","SPD Smith",9.1,0,FALSE,20,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","SPD Smith",9.2,0,FALSE,20,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","SPD Smith",9.3,0,FALSE,20,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","SPD Smith",9.4,1,FALSE,21,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",9.5,1,FALSE,22,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","SPD Smith",9.6,0,FALSE,22,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","M Labuschagne",10.1,0,FALSE,22,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","M Labuschagne",10.2,0,FALSE,22,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","M Labuschagne",10.3,0,FALSE,22,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","M Labuschagne",10.4,0,FALSE,22,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","M Labuschagne",10.5,0,FALSE,22,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","M Labuschagne",10.6,0,FALSE,22,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","SPD Smith",11.1,0,FALSE,22,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","SPD Smith",11.2,1,FALSE,23,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",11.3,0,FALSE,23,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",11.4,0,FALSE,23,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",11.5,2,FALSE,25,0,"Australia",1,"bat","India","3  wickets","India"
"T Natarajan","M Labuschagne",11.6,0,FALSE,25,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","SPD Smith",12.1,0,FALSE,25,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","SPD Smith",12.2,0,FALSE,25,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","SPD Smith",12.3,4,FALSE,29,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","SPD Smith",12.4,4,FALSE,33,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","SPD Smith",12.5,2,FALSE,35,0,"Australia",1,"bat","India","3  wickets","India"
"SN Thakur","SPD Smith",12.6,0,FALSE,35,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",13.1,0,TRUE,39,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",13.1,0,FALSE,39,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",13.2,0,FALSE,39,0,"Australia",1,"bat","India","3  wickets","India"
"Mohammed Siraj","M Labuschagne",13.3,0,FALSE,39,0,"Australia",1,"bat","India","3  wickets","India"
