"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner"
"NW Bracken","V Sehwag",0.1,0,FALSE,0,0,"India",1,"bat","India","  runs","India"
"NW Bracken","V Sehwag",0.2,0,FALSE,0,0,"India",1,"bat","India","  runs","India"
"NW Bracken","V Sehwag",0.3,0,TRUE,1,0,"India",1,"bat","India","  runs","India"
"NW Bracken","V Sehwag",0.3,0,FALSE,1,1,"India",1,"bat","India","  runs","India"
"NW Bracken","VVS Laxman",0.4,0,FALSE,1,0,"India",1,"bat","India","  runs","India"
"NW Bracken","VVS Laxman",0.5,0,FALSE,1,0,"India",1,"bat","India","  runs","India"
"NW Bracken","VVS Laxman",0.6,0,FALSE,1,0,"India",1,"bat","India","  runs","India"
"BA Williams","SR Tendulkar",1.1,0,FALSE,1,0,"India",1,"bat","India","  runs","India"
"BA Williams","SR Tendulkar",1.2,0,FALSE,1,0,"India",1,"bat","India","  runs","India"
"BA Williams","SR Tendulkar",1.3,0,FALSE,1,0,"India",1,"bat","India","  runs","India"
"BA Williams","SR Tendulkar",1.4,3,FALSE,4,0,"India",1,"bat","India","  runs","India"
"BA Williams","VVS Laxman",1.5,0,FALSE,4,0,"India",1,"bat","India","  runs","India"
"BA Williams","VVS Laxman",1.6,0,FALSE,4,0,"India",1,"bat","India","  runs","India"
"NW Bracken","SR Tendulkar",2.1,0,FALSE,4,0,"India",1,"bat","India","  runs","India"
"NW Bracken","SR Tendulkar",2.2,0,FALSE,4,0,"India",1,"bat","India","  runs","India"
"NW Bracken","SR Tendulkar",2.3,0,FALSE,4,0,"India",1,"bat","India","  runs","India"
"NW Bracken","SR Tendulkar",2.4,0,FALSE,4,0,"India",1,"bat","India","  runs","India"
"NW Bracken","SR Tendulkar",2.5,0,FALSE,4,0,"India",1,"bat","India","  runs","India"
"NW Bracken","SR Tendulkar",2.6,4,FALSE,8,0,"India",1,"bat","India","  runs","India"
"BA Williams","VVS Laxman",3.1,0,FALSE,8,0,"India",1,"bat","India","  runs","India"
"BA Williams","VVS Laxman",3.2,1,FALSE,9,0,"India",1,"bat","India","  runs","India"
"BA Williams","SR Tendulkar",3.3,1,FALSE,10,0,"India",1,"bat","India","  runs","India"
"BA Williams","VVS Laxman",3.4,0,FALSE,10,0,"India",1,"bat","India","  runs","India"
"BA Williams","VVS Laxman",3.5,0,FALSE,10,0,"India",1,"bat","India","  runs","India"
"BA Williams","VVS Laxman",3.6,0,FALSE,10,0,"India",1,"bat","India","  runs","India"
"NW Bracken","SR Tendulkar",4.1,4,FALSE,14,0,"India",1,"bat","India","  runs","India"
"NW Bracken","SR Tendulkar",4.2,0,FALSE,14,0,"India",1,"bat","India","  runs","India"
"NW Bracken","SR Tendulkar",4.3,0,FALSE,14,0,"India",1,"bat","India","  runs","India"
"NW Bracken","SR Tendulkar",4.4,0,FALSE,14,0,"India",1,"bat","India","  runs","India"
"NW Bracken","SR Tendulkar",4.5,4,FALSE,18,0,"India",1,"bat","India","  runs","India"
"NW Bracken","SR Tendulkar",4.6,0,FALSE,18,0,"India",1,"bat","India","  runs","India"
"BA Williams","VVS Laxman",5.1,1,FALSE,19,0,"India",1,"bat","India","  runs","India"
"BA Williams","SR Tendulkar",5.2,0,FALSE,19,0,"India",1,"bat","India","  runs","India"
"BA Williams","SR Tendulkar",5.3,0,FALSE,19,0,"India",1,"bat","India","  runs","India"
"BA Williams","SR Tendulkar",5.4,0,FALSE,19,0,"India",1,"bat","India","  runs","India"
"BA Williams","SR Tendulkar",5.5,0,FALSE,19,0,"India",1,"bat","India","  runs","India"
"BA Williams","SR Tendulkar",5.6,0,FALSE,19,0,"India",1,"bat","India","  runs","India"
"NW Bracken","VVS Laxman",6.1,0,FALSE,19,0,"India",1,"bat","India","  runs","India"
"NW Bracken","VVS Laxman",6.2,0,FALSE,19,0,"India",1,"bat","India","  runs","India"
