"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner"
"P Kumar","AC Gilchrist",0.1,0,FALSE,0,0,"Australia",1,"bat","India","6  wickets","India"
"P Kumar","AC Gilchrist",0.2,3,FALSE,3,0,"Australia",1,"bat","India","6  wickets","India"
"P Kumar","ML Hayden",0.3,0,FALSE,3,0,"Australia",1,"bat","India","6  wickets","India"
"P Kumar","ML Hayden",0.4,4,FALSE,7,0,"Australia",1,"bat","India","6  wickets","India"
"P Kumar","ML Hayden",0.5,1,FALSE,8,0,"Australia",1,"bat","India","6  wickets","India"
"P Kumar","AC Gilchrist",0.6,0,FALSE,8,0,"Australia",1,"bat","India","6  wickets","India"
"I Sharma","ML Hayden",1.1,0,FALSE,8,0,"Australia",1,"bat","India","6  wickets","India"
"I Sharma","ML Hayden",1.2,0,FALSE,8,0,"Australia",1,"bat","India","6  wickets","India"
"I Sharma","ML Hayden",1.3,0,FALSE,8,0,"Australia",1,"bat","India","6  wickets","India"
"I Sharma","ML Hayden",1.4,0,TRUE,9,0,"Australia",1,"bat","India","6  wickets","India"
"I Sharma","ML Hayden",1.4,2,FALSE,11,0,"Australia",1,"bat","India","6  wickets","India"
"I Sharma","ML Hayden",1.5,0,FALSE,11,0,"Australia",1,"bat","India","6  wickets","India"
"I Sharma","ML Hayden",1.6,0,FALSE,11,0,"Australia",1,"bat","India","6  wickets","India"
"P Kumar","AC Gilchrist",2.1,0,FALSE,11,0,"Australia",1,"bat","India","6  wickets","India"
"P Kumar","AC Gilchrist",2.2,4,FALSE,15,0,"Australia",1,"bat","India","6  wickets","India"
"P Kumar","AC Gilchrist",2.3,0,TRUE,16,0,"Australia",1,"bat","India","6  wickets","India"
"P Kumar","AC Gilchrist",2.3,0,FALSE,16,0,"Australia",1,"bat","India","6  wickets","India"
"P Kumar","AC Gilchrist",2.4,0,FALSE,16,1,"Australia",1,"bat","India","6  wickets","India"
"P Kumar","ML Hayden",2.5,0,FALSE,16,0,"Australia",1,"bat","India","6  wickets","India"
"P Kumar","ML Hayden",2.6,0,FALSE,16,0,"Australia",1,"bat","India","6  wickets","India"
