"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner"
"B Lee","W Jaffer",0.1,1,FALSE,1,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",0.2,0,FALSE,1,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",0.3,0,TRUE,5,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",0.4,4,FALSE,9,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",0.5,0,FALSE,9,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",0.6,0,FALSE,9,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",1.1,0,FALSE,9,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",1.2,0,FALSE,9,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",1.3,0,FALSE,9,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",1.4,0,FALSE,9,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",1.5,0,FALSE,9,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",1.6,2,FALSE,11,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",2.1,2,FALSE,13,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",2.2,0,FALSE,13,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",2.3,0,FALSE,13,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",2.4,0,FALSE,13,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",2.5,0,FALSE,13,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",2.6,0,TRUE,14,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",2.6,0,FALSE,14,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",3.1,0,FALSE,14,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",3.2,0,FALSE,14,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",3.3,1,FALSE,15,0,"India",1,"bat","India","  runs","India"
"MG Johnson","V Sehwag",3.4,1,FALSE,16,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",3.5,0,FALSE,16,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",3.6,0,FALSE,16,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",4.1,4,FALSE,20,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",4.2,0,TRUE,21,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",4.2,0,FALSE,21,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",4.3,0,TRUE,26,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",4.3,0,FALSE,26,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",4.4,0,FALSE,26,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",4.5,4,FALSE,30,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",4.6,0,FALSE,30,0,"India",1,"bat","India","  runs","India"
"SR Clark","W Jaffer",5.1,1,FALSE,31,0,"India",1,"bat","India","  runs","India"
"SR Clark","V Sehwag",5.2,0,FALSE,31,0,"India",1,"bat","India","  runs","India"
"SR Clark","V Sehwag",5.3,0,FALSE,31,0,"India",1,"bat","India","  runs","India"
"SR Clark","V Sehwag",5.4,0,FALSE,31,0,"India",1,"bat","India","  runs","India"
"SR Clark","V Sehwag",5.5,0,FALSE,31,0,"India",1,"bat","India","  runs","India"
"SR Clark","V Sehwag",5.6,0,FALSE,31,0,"India",1,"bat","India","  runs","India"
"B Lee","W Jaffer",6.1,0,FALSE,31,0,"India",1,"bat","India","  runs","India"
"B Lee","W Jaffer",6.2,0,FALSE,31,0,"India",1,"bat","India","  runs","India"
"B Lee","W Jaffer",6.3,2,FALSE,33,0,"India",1,"bat","India","  runs","India"
"B Lee","W Jaffer",6.4,0,FALSE,33,0,"India",1,"bat","India","  runs","India"
"B Lee","W Jaffer",6.5,0,TRUE,34,0,"India",1,"bat","India","  runs","India"
"B Lee","W Jaffer",6.5,0,FALSE,34,0,"India",1,"bat","India","  runs","India"
"B Lee","W Jaffer",6.6,0,FALSE,34,0,"India",1,"bat","India","  runs","India"
"SR Clark","V Sehwag",7.1,0,FALSE,34,0,"India",1,"bat","India","  runs","India"
"SR Clark","V Sehwag",7.2,0,FALSE,34,0,"India",1,"bat","India","  runs","India"
"SR Clark","V Sehwag",7.3,0,FALSE,34,0,"India",1,"bat","India","  runs","India"
"SR Clark","V Sehwag",7.4,4,FALSE,38,0,"India",1,"bat","India","  runs","India"
"SR Clark","V Sehwag",7.5,0,FALSE,38,0,"India",1,"bat","India","  runs","India"
"SR Clark","V Sehwag",7.6,0,FALSE,38,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",8.1,4,FALSE,42,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",8.2,0,FALSE,42,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",8.3,0,FALSE,42,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",8.4,0,FALSE,42,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",8.5,0,FALSE,42,0,"India",1,"bat","India","  runs","India"
"MG Johnson","W Jaffer",8.6,4,FALSE,46,0,"India",1,"bat","India","  runs","India"
"SR Clark","V Sehwag",9.1,0,FALSE,46,0,"India",1,"bat","India","  runs","India"
"SR Clark","V Sehwag",9.2,4,FALSE,50,0,"India",1,"bat","India","  runs","India"
