"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner"
"DL Chahar","MS Wade",0.1,0,FALSE,0,0,"Australia",1,"field","India","6  wickets","India"
"DL Chahar","MS Wade",0.2,4,FALSE,4,0,"Australia",1,"field","India","6  wickets","India"
"DL Chahar","MS Wade",0.3,0,FALSE,4,0,"Australia",1,"field","India","6  wickets","India"
"DL Chahar","MS Wade",0.4,0,TRUE,5,0,"Australia",1,"field","India","6  wickets","India"
"DL Chahar","MS Wade",0.4,4,FALSE,9,0,"Australia",1,"field","India","6  wickets","India"
"DL Chahar","MS Wade",0.5,4,FALSE,13,0,"Australia",1,"field","India","6  wickets","India"
"DL Chahar","MS Wade",0.6,0,FALSE,13,0,"Australia",1,"field","India","6  wickets","India"
"Washington Sundar","DJM Short",1.1,1,FALSE,14,0,"Australia",1,"field","India","6  wickets","India"
"Washington Sundar","MS Wade",1.2,0,FALSE,14,0,"Australia",1,"field","India","6  wickets","India"
"Washington Sundar","MS Wade",1.3,6,FALSE,20,0,"Australia",1,"field","India","6  wickets","India"
"Washington Sundar","MS Wade",1.4,1,FALSE,21,0,"Australia",1,"field","India","6  wickets","India"
"Washington Sundar","DJM Short",1.5,1,FALSE,22,0,"Australia",1,"field","India","6  wickets","India"
"Washington Sundar","MS Wade",1.6,0,TRUE,23,0,"Australia",1,"field","India","6  wickets","India"
"SN Thakur","MS Wade",2.1,4,FALSE,27,0,"Australia",1,"field","India","6  wickets","India"
"SN Thakur","MS Wade",2.2,1,FALSE,28,0,"Australia",1,"field","India","6  wickets","India"
"SN Thakur","DJM Short",2.3,1,FALSE,29,0,"Australia",1,"field","India","6  wickets","India"
"SN Thakur","MS Wade",2.4,0,FALSE,29,0,"Australia",1,"field","India","6  wickets","India"
"SN Thakur","MS Wade",2.5,0,TRUE,30,0,"Australia",1,"field","India","6  wickets","India"
"SN Thakur","MS Wade",2.5,1,FALSE,31,0,"Australia",1,"field","India","6  wickets","India"
"SN Thakur","DJM Short",2.6,0,FALSE,31,0,"Australia",1,"field","India","6  wickets","India"
"Washington Sundar","MS Wade",3.1,4,FALSE,35,0,"Australia",1,"field","India","6  wickets","India"
"Washington Sundar","MS Wade",3.2,4,FALSE,39,0,"Australia",1,"field","India","6  wickets","India"
"Washington Sundar","MS Wade",3.3,1,FALSE,40,0,"Australia",1,"field","India","6  wickets","India"
"Washington Sundar","DJM Short",3.4,0,FALSE,40,0,"Australia",1,"field","India","6  wickets","India"
"Washington Sundar","DJM Short",3.5,2,FALSE,42,0,"Australia",1,"field","India","6  wickets","India"
"Washington Sundar","DJM Short",3.6,4,FALSE,46,0,"Australia",1,"field","India","6  wickets","India"
"T Natarajan","MS Wade",4.1,1,FALSE,47,0,"Australia",1,"field","India","6  wickets","India"
