"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner"
"DL Chahar","MS Wade",0.1,0,FALSE,0,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","MS Wade",0.2,0,FALSE,0,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","MS Wade",0.3,4,FALSE,4,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","MS Wade",0.4,0,FALSE,4,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","MS Wade",0.5,4,FALSE,8,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","MS Wade",0.6,1,FALSE,9,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","MS Wade",1.1,4,FALSE,13,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","MS Wade",1.2,1,FALSE,14,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","AJ Finch",1.3,0,FALSE,14,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","AJ Finch",1.4,0,FALSE,14,1,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","MS Wade",1.5,0,FALSE,14,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","MS Wade",1.6,0,FALSE,14,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","SPD Smith",2.1,0,FALSE,14,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","SPD Smith",2.2,1,FALSE,15,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","MS Wade",2.3,0,FALSE,15,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","MS Wade",2.4,0,FALSE,15,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","MS Wade",2.5,1,FALSE,16,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","SPD Smith",2.6,0,FALSE,16,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","MS Wade",3.1,0,TRUE,21,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","MS Wade",3.1,4,FALSE,25,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","MS Wade",3.2,0,FALSE,25,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","MS Wade",3.3,1,FALSE,26,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","SPD Smith",3.4,0,FALSE,26,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","SPD Smith",3.5,1,FALSE,27,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","MS Wade",3.6,0,TRUE,28,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","MS Wade",4.1,4,FALSE,32,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","MS Wade",4.2,4,FALSE,36,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","MS Wade",4.3,0,TRUE,37,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","MS Wade",4.3,1,FALSE,38,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","SPD Smith",4.4,1,FALSE,39,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","MS Wade",4.5,3,FALSE,42,0,"Australia",1,"field","Australia","  runs","Australia"
"DL Chahar","SPD Smith",4.6,3,FALSE,45,0,"Australia",1,"field","Australia","  runs","Australia"
"T Natarajan","SPD Smith",5.1,0,FALSE,45,0,"Australia",1,"field","Australia","  runs","Australia"
"T Natarajan","SPD Smith",5.2,0,FALSE,45,0,"Australia",1,"field","Australia","  runs","Australia"
"T Natarajan","SPD Smith",5.3,1,FALSE,46,0,"Australia",1,"field","Australia","  runs","Australia"
"T Natarajan","MS Wade",5.4,1,FALSE,47,0,"Australia",1,"field","Australia","  runs","Australia"
"T Natarajan","SPD Smith",5.5,3,FALSE,50,0,"Australia",1,"field","Australia","  runs","Australia"
"T Natarajan","MS Wade",5.6,1,FALSE,51,0,"Australia",1,"field","Australia","  runs","Australia"
"YS Chahal","MS Wade",6.1,2,FALSE,53,0,"Australia",1,"field","Australia","  runs","Australia"
"YS Chahal","MS Wade",6.2,1,FALSE,54,0,"Australia",1,"field","Australia","  runs","Australia"
"YS Chahal","SPD Smith",6.3,1,FALSE,55,0,"Australia",1,"field","Australia","  runs","Australia"
"YS Chahal","MS Wade",6.4,1,FALSE,56,0,"Australia",1,"field","Australia","  runs","Australia"
"YS Chahal","SPD Smith",6.5,1,FALSE,57,0,"Australia",1,"field","Australia","  runs","Australia"
"YS Chahal","MS Wade",6.6,2,FALSE,59,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","SPD Smith",7.1,1,FALSE,60,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","MS Wade",7.2,1,FALSE,61,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","SPD Smith",7.3,1,FALSE,62,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","MS Wade",7.4,4,FALSE,66,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","MS Wade",7.5,1,FALSE,67,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","SPD Smith",7.6,1,FALSE,68,0,"Australia",1,"field","Australia","  runs","Australia"
"YS Chahal","SPD Smith",8.1,1,FALSE,69,0,"Australia",1,"field","Australia","  runs","Australia"
"YS Chahal","MS Wade",8.2,1,FALSE,70,0,"Australia",1,"field","Australia","  runs","Australia"
"YS Chahal","SPD Smith",8.3,1,FALSE,71,0,"Australia",1,"field","Australia","  runs","Australia"
"YS Chahal","MS Wade",8.4,0,FALSE,71,0,"Australia",1,"field","Australia","  runs","Australia"
"YS Chahal","MS Wade",8.5,1,FALSE,72,0,"Australia",1,"field","Australia","  runs","Australia"
"YS Chahal","SPD Smith",8.6,1,FALSE,73,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","SPD Smith",9.1,0,FALSE,73,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","SPD Smith",9.2,4,FALSE,77,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","SPD Smith",9.3,2,FALSE,79,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","SPD Smith",9.4,0,FALSE,79,2,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","GJ Maxwell",9.5,2,FALSE,81,0,"Australia",1,"field","Australia","  runs","Australia"
"Washington Sundar","GJ Maxwell",9.6,1,FALSE,82,0,"Australia",1,"field","Australia","  runs","Australia"
"T Natarajan","GJ Maxwell",10.1,0,FALSE,82,0,"Australia",1,"field","Australia","  runs","Australia"
"T Natarajan","GJ Maxwell",10.2,1,FALSE,83,0,"Australia",1,"field","Australia","  runs","Australia"
