"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner","batter_style","bowler_style"
"P Kumar","DA Warner",0.1,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"P Kumar","DA Warner",0.2,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"P Kumar","DA Warner",0.3,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"P Kumar","DA Warner",0.4,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"P Kumar","DA Warner",0.5,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"P Kumar","DA Warner",0.6,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"IK Pathan","SR Watson",1.1,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","SR Watson",1.2,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","SR Watson",1.3,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","SR Watson",1.4,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","SR Watson",1.5,1,FALSE,1,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","DA Warner",1.6,4,FALSE,5,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"P Kumar","SR Watson",2.1,0,FALSE,5,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",2.2,0,FALSE,5,1,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","PJ Forrest",2.3,0,FALSE,5,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","PJ Forrest",2.4,0,FALSE,5,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","PJ Forrest",2.5,0,FALSE,5,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","PJ Forrest",2.6,1,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","PJ Forrest",3.1,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","PJ Forrest",3.2,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","PJ Forrest",3.3,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","PJ Forrest",3.4,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","PJ Forrest",3.5,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","PJ Forrest",3.6,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","DA Warner",4.1,1,FALSE,7,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"P Kumar","PJ Forrest",4.2,0,FALSE,7,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","PJ Forrest",4.3,0,TRUE,8,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","PJ Forrest",4.3,1,FALSE,9,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","DA Warner",4.4,1,FALSE,10,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"P Kumar","PJ Forrest",4.5,0,FALSE,10,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","PJ Forrest",4.6,0,FALSE,10,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","DA Warner",5.1,3,FALSE,13,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"IK Pathan","PJ Forrest",5.2,4,FALSE,17,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","PJ Forrest",5.3,0,FALSE,17,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","PJ Forrest",5.4,1,FALSE,18,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","DA Warner",5.5,0,TRUE,22,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"IK Pathan","DA Warner",5.6,1,FALSE,23,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"P Kumar","DA Warner",6.1,3,FALSE,26,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"P Kumar","PJ Forrest",6.2,0,FALSE,26,2,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","MEK Hussey",6.3,0,FALSE,26,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","MEK Hussey",6.4,0,FALSE,26,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","MEK Hussey",6.5,0,FALSE,26,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","MEK Hussey",6.6,0,FALSE,26,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","DA Warner",7.1,2,FALSE,28,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"IK Pathan","DA Warner",7.2,0,FALSE,28,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"IK Pathan","DA Warner",7.3,4,FALSE,32,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"IK Pathan","DA Warner",7.4,4,FALSE,36,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"IK Pathan","DA Warner",7.5,0,FALSE,36,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"IK Pathan","DA Warner",7.6,0,FALSE,36,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"P Kumar","MEK Hussey",8.1,0,FALSE,36,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","MEK Hussey",8.2,0,FALSE,36,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","MEK Hussey",8.3,0,FALSE,36,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","MEK Hussey",8.4,0,FALSE,36,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","MEK Hussey",8.5,1,FALSE,37,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","DA Warner",8.6,0,FALSE,37,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"IK Pathan","MEK Hussey",9.1,0,FALSE,37,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","MEK Hussey",9.2,0,FALSE,37,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","MEK Hussey",9.3,1,FALSE,38,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","DA Warner",9.4,1,FALSE,39,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"IK Pathan","MEK Hussey",9.5,1,FALSE,40,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"IK Pathan","DA Warner",9.6,1,FALSE,41,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"P Kumar","DA Warner",10.1,0,FALSE,41,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"P Kumar","DA Warner",10.2,1,FALSE,42,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"P Kumar","MEK Hussey",10.3,4,FALSE,46,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","MEK Hussey",10.4,0,FALSE,46,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","MEK Hussey",10.5,0,FALSE,46,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","MEK Hussey",10.6,0,FALSE,46,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"R Ashwin","DA Warner",11.1,0,FALSE,46,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"R Ashwin","DA Warner",11.2,0,FALSE,46,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"R Ashwin","DA Warner",11.3,0,FALSE,46,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"R Ashwin","DA Warner",11.4,1,FALSE,47,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"R Ashwin","MEK Hussey",11.5,0,FALSE,47,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"R Ashwin","MEK Hussey",11.6,0,FALSE,47,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Spin"
"P Kumar","DA Warner",12.1,2,FALSE,49,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
"P Kumar","DA Warner",12.2,2,FALSE,51,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Spin"
