"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner"
"I Sharma","MS Harris",0.1,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","MS Harris",0.2,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","MS Harris",0.3,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","MS Harris",0.4,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","MS Harris",0.5,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","MS Harris",0.6,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",1.1,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",1.2,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",1.3,4,FALSE,4,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",1.4,1,FALSE,5,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","MS Harris",1.5,0,FALSE,5,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","MS Harris",1.6,0,FALSE,5,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","AJ Finch",2.1,0,FALSE,5,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","AJ Finch",2.2,1,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","MS Harris",2.3,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","MS Harris",2.4,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","MS Harris",2.5,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","MS Harris",2.6,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",3.1,2,FALSE,8,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",3.2,0,FALSE,8,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",3.3,0,FALSE,8,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",3.4,0,FALSE,8,0,"Australia",1,"bat","Australia","  runs","Australia"
