"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner"
"B Kumar","EJM Cowan",0.1,0,FALSE,0,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","EJM Cowan",0.2,2,FALSE,2,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","EJM Cowan",0.3,0,FALSE,2,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","EJM Cowan",0.4,0,FALSE,2,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","EJM Cowan",0.5,0,FALSE,2,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","EJM Cowan",0.6,0,FALSE,2,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","DA Warner",1.1,0,FALSE,2,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","DA Warner",1.2,0,FALSE,2,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","DA Warner",1.3,0,TRUE,3,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","EJM Cowan",1.4,0,FALSE,3,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","EJM Cowan",1.5,0,FALSE,3,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","EJM Cowan",1.6,0,FALSE,3,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","DA Warner",2.1,0,FALSE,3,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","DA Warner",2.2,1,FALSE,4,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","EJM Cowan",2.3,4,FALSE,8,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","EJM Cowan",2.4,0,FALSE,8,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","EJM Cowan",2.5,0,FALSE,8,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","EJM Cowan",2.6,0,FALSE,8,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","DA Warner",3.1,0,FALSE,8,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","DA Warner",3.2,4,FALSE,12,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","DA Warner",3.3,0,FALSE,12,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","DA Warner",3.4,0,TRUE,13,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","EJM Cowan",3.5,4,FALSE,17,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","EJM Cowan",3.6,4,FALSE,21,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","DA Warner",4.1,0,FALSE,21,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","DA Warner",4.2,0,FALSE,21,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","DA Warner",4.3,4,FALSE,25,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","DA Warner",4.4,4,FALSE,29,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","DA Warner",4.5,0,FALSE,29,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","DA Warner",4.6,0,FALSE,29,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","EJM Cowan",5.1,0,FALSE,29,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","EJM Cowan",5.2,1,FALSE,30,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",5.3,0,FALSE,30,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",5.4,0,FALSE,30,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",5.5,3,FALSE,33,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","EJM Cowan",5.6,1,FALSE,34,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","EJM Cowan",6.1,0,FALSE,34,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","EJM Cowan",6.2,0,FALSE,34,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","EJM Cowan",6.3,0,FALSE,34,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","EJM Cowan",6.4,0,FALSE,34,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","EJM Cowan",6.5,0,FALSE,34,0,"Australia",1,"bat","India","8  wickets","India"
"B Kumar","EJM Cowan",6.6,0,FALSE,34,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",7.1,0,FALSE,34,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",7.2,2,FALSE,36,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",7.3,0,FALSE,36,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",7.4,0,TRUE,39,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","EJM Cowan",7.5,4,FALSE,43,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","EJM Cowan",7.6,0,FALSE,43,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",8.1,0,FALSE,43,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",8.2,0,FALSE,43,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",8.3,0,FALSE,43,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",8.4,3,FALSE,46,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","EJM Cowan",8.5,0,FALSE,46,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","EJM Cowan",8.6,0,FALSE,46,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",9.1,0,FALSE,46,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",9.2,0,FALSE,46,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",9.3,0,FALSE,46,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",9.4,0,FALSE,46,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",9.5,0,FALSE,46,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",9.6,4,FALSE,50,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","EJM Cowan",10.1,0,FALSE,50,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","EJM Cowan",10.2,1,FALSE,51,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",10.3,2,FALSE,53,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",10.4,0,FALSE,53,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",10.5,0,FALSE,53,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",10.6,0,FALSE,53,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","EJM Cowan",11.1,0,FALSE,53,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","EJM Cowan",11.2,0,FALSE,53,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","EJM Cowan",11.3,0,FALSE,53,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","EJM Cowan",11.4,0,FALSE,53,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","EJM Cowan",11.5,1,FALSE,54,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",11.6,0,FALSE,54,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","EJM Cowan",12.1,0,FALSE,54,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","EJM Cowan",12.2,1,FALSE,55,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",12.3,1,FALSE,56,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","EJM Cowan",12.4,0,FALSE,56,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","EJM Cowan",12.5,0,FALSE,56,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","EJM Cowan",12.6,0,FALSE,56,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",13.1,0,FALSE,56,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",13.2,0,FALSE,56,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",13.3,1,FALSE,57,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","EJM Cowan",13.4,6,FALSE,63,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","EJM Cowan",13.5,0,FALSE,63,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","EJM Cowan",13.6,0,FALSE,63,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",14.1,1,FALSE,64,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","EJM Cowan",14.2,0,FALSE,64,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","EJM Cowan",14.3,0,FALSE,64,1,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","PJ Hughes",14.4,1,FALSE,65,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",14.5,1,FALSE,66,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","PJ Hughes",14.6,0,FALSE,66,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",15.1,0,FALSE,66,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",15.2,0,FALSE,66,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",15.3,0,FALSE,66,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",15.4,0,FALSE,66,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",15.5,0,FALSE,66,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",15.6,0,FALSE,66,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","PJ Hughes",16.1,0,FALSE,66,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","PJ Hughes",16.2,0,FALSE,66,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","PJ Hughes",16.3,0,FALSE,66,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","PJ Hughes",16.4,0,FALSE,66,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","PJ Hughes",16.5,0,FALSE,66,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","PJ Hughes",16.6,0,FALSE,66,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",17.1,1,FALSE,67,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","PJ Hughes",17.2,0,FALSE,67,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","PJ Hughes",17.3,0,FALSE,67,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","PJ Hughes",17.4,2,FALSE,69,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","PJ Hughes",17.5,3,FALSE,72,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",17.6,0,FALSE,72,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","PJ Hughes",18.1,0,FALSE,72,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","PJ Hughes",18.2,0,FALSE,72,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","PJ Hughes",18.3,0,FALSE,72,2,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",18.4,0,FALSE,72,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",18.5,0,FALSE,72,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",18.6,0,FALSE,72,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","DA Warner",19.1,1,FALSE,73,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","SR Watson",19.2,4,FALSE,77,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","SR Watson",19.3,0,FALSE,77,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","SR Watson",19.4,0,FALSE,77,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","SR Watson",19.5,0,FALSE,77,0,"Australia",1,"bat","India","8  wickets","India"
"I Sharma","SR Watson",19.6,0,FALSE,77,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",20.1,3,FALSE,80,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",20.2,0,FALSE,80,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",20.3,0,FALSE,80,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",20.4,1,FALSE,81,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",20.5,0,FALSE,81,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",20.6,0,FALSE,81,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",21.1,1,FALSE,82,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","DA Warner",21.2,1,FALSE,83,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",21.3,0,FALSE,83,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",21.4,0,FALSE,83,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",21.5,2,FALSE,85,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",21.6,0,FALSE,85,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",22.1,0,FALSE,85,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",22.2,1,FALSE,86,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",22.3,0,FALSE,86,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",22.4,1,FALSE,87,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",22.5,0,FALSE,87,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",22.6,2,FALSE,89,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",23.1,0,FALSE,89,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",23.2,0,FALSE,89,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",23.3,0,FALSE,89,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",23.4,0,FALSE,89,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",23.5,0,FALSE,89,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",23.6,0,FALSE,89,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",24.1,0,FALSE,89,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",24.2,0,FALSE,89,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",24.3,0,FALSE,89,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",24.4,0,FALSE,89,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",24.5,0,FALSE,89,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",24.6,4,FALSE,93,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",25.1,0,FALSE,93,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",25.2,0,FALSE,93,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",25.3,0,FALSE,93,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",25.4,0,FALSE,93,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",25.5,0,FALSE,93,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",25.6,0,FALSE,93,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",26.1,0,FALSE,93,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",26.2,0,FALSE,93,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",26.3,0,FALSE,93,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",26.4,0,FALSE,93,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",26.5,1,FALSE,94,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",26.6,0,FALSE,94,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","DA Warner",27.1,0,FALSE,94,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","DA Warner",27.2,1,FALSE,95,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",27.3,4,FALSE,99,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",27.4,1,FALSE,100,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","DA Warner",27.5,1,FALSE,101,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",27.6,0,FALSE,101,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",28.1,0,FALSE,101,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",28.2,1,FALSE,102,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",28.3,4,FALSE,106,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",28.4,0,FALSE,106,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",28.5,0,FALSE,106,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",28.6,1,FALSE,107,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","SR Watson",29.1,1,FALSE,108,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",29.2,2,FALSE,110,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",29.3,1,FALSE,111,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","SR Watson",29.4,0,FALSE,111,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","SR Watson",29.5,0,FALSE,111,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","SR Watson",29.6,1,FALSE,112,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",30.1,0,FALSE,112,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",30.2,0,FALSE,112,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",30.3,2,FALSE,114,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",30.4,0,FALSE,114,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",30.5,0,FALSE,114,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",30.6,0,FALSE,114,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",31.1,0,FALSE,114,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",31.2,0,FALSE,114,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",31.3,2,FALSE,116,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",31.4,1,FALSE,117,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","SR Watson",31.5,0,FALSE,117,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","SR Watson",31.6,1,FALSE,118,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",32.1,2,FALSE,120,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",32.2,0,FALSE,120,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",32.3,0,FALSE,120,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",32.4,0,FALSE,120,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",32.5,2,FALSE,122,0,"Australia",1,"bat","India","8  wickets","India"
"RA Jadeja","SR Watson",32.6,0,FALSE,122,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",33.1,0,FALSE,122,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",33.2,0,FALSE,122,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",33.3,0,FALSE,122,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",33.4,4,FALSE,126,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",33.5,0,FALSE,126,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",33.6,0,FALSE,126,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",34.1,0,FALSE,126,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",34.2,0,FALSE,126,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",34.3,0,FALSE,126,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","SR Watson",34.4,0,FALSE,126,3,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","MJ Clarke",34.5,0,FALSE,126,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","MJ Clarke",34.6,1,FALSE,127,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","MJ Clarke",35.1,0,FALSE,127,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","MJ Clarke",35.2,2,FALSE,129,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","MJ Clarke",35.3,0,FALSE,129,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","MJ Clarke",35.4,1,FALSE,130,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","DA Warner",35.5,1,FALSE,131,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","MJ Clarke",35.6,0,FALSE,131,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",36.1,0,FALSE,131,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",36.2,0,FALSE,131,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",36.3,0,FALSE,131,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","DA Warner",36.4,0,FALSE,131,4,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","MS Wade",36.5,2,FALSE,133,0,"Australia",1,"bat","India","8  wickets","India"
"R Ashwin","MS Wade",36.6,0,FALSE,133,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","MJ Clarke",37.1,0,FALSE,133,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","MJ Clarke",37.2,1,FALSE,134,0,"Australia",1,"bat","India","8  wickets","India"
"Harbhajan Singh","MS Wade",37.3,0,FALSE,134,0,"Australia",1,"bat","India","8  wickets","India"
