"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner"
"GJ Maxwell","G Gambhir",0.1,2,FALSE,2,0,"India",1,"bat","Australia","9  wickets","Australia"
"GJ Maxwell","G Gambhir",0.2,0,FALSE,2,0,"India",1,"bat","Australia","9  wickets","Australia"
"GJ Maxwell","G Gambhir",0.3,0,FALSE,2,0,"India",1,"bat","Australia","9  wickets","Australia"
"GJ Maxwell","G Gambhir",0.4,4,FALSE,6,0,"India",1,"bat","Australia","9  wickets","Australia"
"GJ Maxwell","G Gambhir",0.5,1,FALSE,7,0,"India",1,"bat","Australia","9  wickets","Australia"
"GJ Maxwell","IK Pathan",0.6,0,TRUE,8,0,"India",1,"bat","Australia","9  wickets","Australia"
"MA Starc","IK Pathan",1.1,1,FALSE,9,0,"India",1,"bat","Australia","9  wickets","Australia"
"MA Starc","G Gambhir",1.2,1,FALSE,10,0,"India",1,"bat","Australia","9  wickets","Australia"
"MA Starc","IK Pathan",1.3,0,FALSE,10,0,"India",1,"bat","Australia","9  wickets","Australia"
"MA Starc","IK Pathan",1.4,0,TRUE,11,0,"India",1,"bat","Australia","9  wickets","Australia"
"MA Starc","G Gambhir",1.5,4,FALSE,15,0,"India",1,"bat","Australia","9  wickets","Australia"
"MA Starc","G Gambhir",1.6,0,FALSE,15,0,"India",1,"bat","Australia","9  wickets","Australia"
"PJ Cummins","IK Pathan",2.1,1,FALSE,16,0,"India",1,"bat","Australia","9  wickets","Australia"
"PJ Cummins","G Gambhir",2.2,4,FALSE,20,0,"India",1,"bat","Australia","9  wickets","Australia"
"PJ Cummins","G Gambhir",2.3,0,FALSE,20,0,"India",1,"bat","Australia","9  wickets","Australia"
"PJ Cummins","G Gambhir",2.4,0,FALSE,20,0,"India",1,"bat","Australia","9  wickets","Australia"
"PJ Cummins","G Gambhir",2.5,1,FALSE,21,0,"India",1,"bat","Australia","9  wickets","Australia"
"PJ Cummins","IK Pathan",2.6,0,FALSE,21,1,"India",1,"bat","Australia","9  wickets","Australia"
"MA Starc","IK Pathan",3.1,1,FALSE,22,0,"India",1,"bat","Australia","9  wickets","Australia"
"MA Starc","V Kohli",3.2,4,FALSE,26,0,"India",1,"bat","Australia","9  wickets","Australia"
"MA Starc","V Kohli",3.3,1,FALSE,27,0,"India",1,"bat","Australia","9  wickets","Australia"
"MA Starc","IK Pathan",3.4,1,FALSE,28,0,"India",1,"bat","Australia","9  wickets","Australia"
"MA Starc","V Kohli",3.5,0,FALSE,28,0,"India",1,"bat","Australia","9  wickets","Australia"
"MA Starc","V Kohli",3.6,1,FALSE,29,0,"India",1,"bat","Australia","9  wickets","Australia"
"SR Watson","V Kohli",4.1,1,FALSE,30,0,"India",1,"bat","Australia","9  wickets","Australia"
"SR Watson","IK Pathan",4.2,6,FALSE,36,0,"India",1,"bat","Australia","9  wickets","Australia"
"SR Watson","IK Pathan",4.3,0,FALSE,36,0,"India",1,"bat","Australia","9  wickets","Australia"
"SR Watson","IK Pathan",4.4,1,FALSE,37,0,"India",1,"bat","Australia","9  wickets","Australia"
"SR Watson","V Kohli",4.5,1,FALSE,38,0,"India",1,"bat","Australia","9  wickets","Australia"
"SR Watson","IK Pathan",4.6,4,FALSE,42,0,"India",1,"bat","Australia","9  wickets","Australia"
"DT Christian","V Kohli",5.1,1,FALSE,43,0,"India",1,"bat","Australia","9  wickets","Australia"
"DT Christian","IK Pathan",5.2,1,FALSE,44,0,"India",1,"bat","Australia","9  wickets","Australia"
"DT Christian","V Kohli",5.3,1,FALSE,45,0,"India",1,"bat","Australia","9  wickets","Australia"
"DT Christian","IK Pathan",5.4,1,FALSE,46,0,"India",1,"bat","Australia","9  wickets","Australia"
