"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner"
"Mohammed Shami","DA Warner",0.1,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia"
"Mohammed Shami","DA Warner",0.2,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia"
"Mohammed Shami","DA Warner",0.3,4,FALSE,4,0,"Australia",1,"bat","Australia","  runs","Australia"
"Mohammed Shami","DA Warner",0.4,0,FALSE,4,0,"Australia",1,"bat","Australia","  runs","Australia"
"Mohammed Shami","DA Warner",0.5,0,FALSE,4,0,"Australia",1,"bat","Australia","  runs","Australia"
"Mohammed Shami","DA Warner",0.6,0,FALSE,4,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",1.1,0,FALSE,4,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",1.2,0,FALSE,4,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",1.3,0,FALSE,4,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",1.4,0,FALSE,4,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",1.5,0,FALSE,4,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",1.6,0,FALSE,4,0,"Australia",1,"bat","Australia","  runs","Australia"
"Mohammed Shami","DA Warner",2.1,2,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"Mohammed Shami","DA Warner",2.2,2,FALSE,8,0,"Australia",1,"bat","Australia","  runs","Australia"
"Mohammed Shami","DA Warner",2.3,0,FALSE,8,0,"Australia",1,"bat","Australia","  runs","Australia"
"Mohammed Shami","DA Warner",2.4,1,FALSE,9,0,"Australia",1,"bat","Australia","  runs","Australia"
"Mohammed Shami","AJ Finch",2.5,0,FALSE,9,0,"Australia",1,"bat","Australia","  runs","Australia"
"Mohammed Shami","AJ Finch",2.6,1,FALSE,10,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",3.1,0,TRUE,11,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","DA Warner",3.2,1,FALSE,12,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",3.3,0,FALSE,12,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",3.4,2,FALSE,14,0,"Australia",1,"bat","Australia","  runs","Australia"
"JJ Bumrah","AJ Finch",3.5,4,FALSE,18,0,"Australia",1,"bat","Australia","  runs","Australia"
