"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner"
"B Lee","V Sehwag",0.1,0,TRUE,1,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",0.1,0,FALSE,1,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",0.2,4,FALSE,5,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",0.3,1,FALSE,6,0,"India",1,"bat","India","  runs","India"
"B Lee","M Vijay",0.4,0,FALSE,6,0,"India",1,"bat","India","  runs","India"
"B Lee","M Vijay",0.5,2,FALSE,8,0,"India",1,"bat","India","  runs","India"
"B Lee","M Vijay",0.6,0,FALSE,8,0,"India",1,"bat","India","  runs","India"
"MG Johnson","V Sehwag",1.1,0,FALSE,8,0,"India",1,"bat","India","  runs","India"
"MG Johnson","V Sehwag",1.2,0,FALSE,8,0,"India",1,"bat","India","  runs","India"
"MG Johnson","V Sehwag",1.3,0,FALSE,8,0,"India",1,"bat","India","  runs","India"
"MG Johnson","V Sehwag",1.4,4,FALSE,12,0,"India",1,"bat","India","  runs","India"
"MG Johnson","V Sehwag",1.5,0,FALSE,12,0,"India",1,"bat","India","  runs","India"
"MG Johnson","V Sehwag",1.6,4,FALSE,16,0,"India",1,"bat","India","  runs","India"
"B Lee","M Vijay",2.1,0,FALSE,16,0,"India",1,"bat","India","  runs","India"
"B Lee","M Vijay",2.2,3,FALSE,19,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",2.3,1,FALSE,20,0,"India",1,"bat","India","  runs","India"
"B Lee","M Vijay",2.4,0,FALSE,20,0,"India",1,"bat","India","  runs","India"
"B Lee","M Vijay",2.5,0,FALSE,20,0,"India",1,"bat","India","  runs","India"
"B Lee","M Vijay",2.6,0,TRUE,21,0,"India",1,"bat","India","  runs","India"
"B Lee","M Vijay",2.6,4,FALSE,25,0,"India",1,"bat","India","  runs","India"
"MG Johnson","V Sehwag",3.1,1,FALSE,26,0,"India",1,"bat","India","  runs","India"
"MG Johnson","M Vijay",3.2,0,FALSE,26,0,"India",1,"bat","India","  runs","India"
"MG Johnson","M Vijay",3.3,1,FALSE,27,0,"India",1,"bat","India","  runs","India"
"MG Johnson","V Sehwag",3.4,0,FALSE,27,0,"India",1,"bat","India","  runs","India"
"MG Johnson","V Sehwag",3.5,0,FALSE,27,0,"India",1,"bat","India","  runs","India"
"MG Johnson","V Sehwag",3.6,4,FALSE,31,0,"India",1,"bat","India","  runs","India"
"B Lee","M Vijay",4.1,0,FALSE,31,0,"India",1,"bat","India","  runs","India"
"B Lee","M Vijay",4.2,0,FALSE,31,0,"India",1,"bat","India","  runs","India"
"B Lee","M Vijay",4.3,0,FALSE,31,0,"India",1,"bat","India","  runs","India"
"B Lee","M Vijay",4.4,0,FALSE,31,0,"India",1,"bat","India","  runs","India"
"B Lee","M Vijay",4.5,0,FALSE,31,0,"India",1,"bat","India","  runs","India"
"B Lee","M Vijay",4.6,1,FALSE,32,0,"India",1,"bat","India","  runs","India"
"MG Johnson","M Vijay",5.1,0,FALSE,32,0,"India",1,"bat","India","  runs","India"
"MG Johnson","M Vijay",5.2,0,FALSE,32,0,"India",1,"bat","India","  runs","India"
"MG Johnson","M Vijay",5.3,0,FALSE,32,0,"India",1,"bat","India","  runs","India"
"MG Johnson","M Vijay",5.4,0,FALSE,32,0,"India",1,"bat","India","  runs","India"
"MG Johnson","M Vijay",5.5,0,FALSE,32,0,"India",1,"bat","India","  runs","India"
"MG Johnson","M Vijay",5.6,0,FALSE,32,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",6.1,0,FALSE,32,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",6.2,0,FALSE,32,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",6.3,2,FALSE,34,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",6.4,0,FALSE,34,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",6.5,0,FALSE,34,0,"India",1,"bat","India","  runs","India"
"B Lee","V Sehwag",6.6,0,FALSE,34,0,"India",1,"bat","India","  runs","India"
"MG Johnson","M Vijay",7.1,2,FALSE,36,0,"India",1,"bat","India","  runs","India"
"MG Johnson","M Vijay",7.2,1,FALSE,37,0,"India",1,"bat","India","  runs","India"
"MG Johnson","V Sehwag",7.3,0,FALSE,37,0,"India",1,"bat","India","  runs","India"
"MG Johnson","V Sehwag",7.4,4,FALSE,41,0,"India",1,"bat","India","  runs","India"
"MG Johnson","V Sehwag",7.5,1,FALSE,42,0,"India",1,"bat","India","  runs","India"
"MG Johnson","M Vijay",7.6,1,FALSE,43,0,"India",1,"bat","India","  runs","India"
"SR Watson","M Vijay",8.1,0,FALSE,43,0,"India",1,"bat","India","  runs","India"
"SR Watson","M Vijay",8.2,1,FALSE,44,0,"India",1,"bat","India","  runs","India"
"SR Watson","V Sehwag",8.3,0,FALSE,44,0,"India",1,"bat","India","  runs","India"
"SR Watson","V Sehwag",8.4,0,FALSE,44,0,"India",1,"bat","India","  runs","India"
