"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner","batter_style","bowler_style"
"B Kumar","PJ Hughes",0.1,0,FALSE,0,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","PJ Hughes",0.2,0,FALSE,0,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","PJ Hughes",0.3,0,FALSE,0,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","PJ Hughes",0.4,1,FALSE,1,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","AJ Finch",0.5,0,FALSE,1,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","AJ Finch",0.6,0,FALSE,1,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"Mohammed Shami","PJ Hughes",1.1,0,FALSE,1,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","PJ Hughes",1.2,4,FALSE,5,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","PJ Hughes",1.3,4,FALSE,9,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","PJ Hughes",1.4,0,FALSE,9,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","PJ Hughes",1.5,0,FALSE,9,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","PJ Hughes",1.6,0,FALSE,9,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"B Kumar","AJ Finch",2.1,0,FALSE,9,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","AJ Finch",2.2,0,FALSE,9,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","AJ Finch",2.3,0,FALSE,9,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","AJ Finch",2.4,0,FALSE,9,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","AJ Finch",2.5,1,FALSE,10,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","PJ Hughes",2.6,0,FALSE,10,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"Mohammed Shami","AJ Finch",3.1,0,FALSE,10,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","AJ Finch",3.2,1,FALSE,11,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","PJ Hughes",3.3,0,FALSE,11,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","PJ Hughes",3.4,0,FALSE,11,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","PJ Hughes",3.5,0,FALSE,11,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","PJ Hughes",3.6,0,FALSE,11,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"B Kumar","AJ Finch",4.1,0,FALSE,11,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","AJ Finch",4.2,0,FALSE,11,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","AJ Finch",4.3,1,FALSE,12,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","PJ Hughes",4.4,0,FALSE,12,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","PJ Hughes",4.5,0,FALSE,12,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","PJ Hughes",4.6,0,FALSE,12,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"Mohammed Shami","AJ Finch",5.1,4,FALSE,16,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","AJ Finch",5.2,4,FALSE,20,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","AJ Finch",5.3,4,FALSE,24,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","AJ Finch",5.4,1,FALSE,25,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","PJ Hughes",5.5,0,FALSE,25,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","PJ Hughes",5.6,0,FALSE,25,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"B Kumar","AJ Finch",6.1,0,FALSE,25,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","AJ Finch",6.2,1,FALSE,26,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","PJ Hughes",6.3,4,FALSE,30,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","PJ Hughes",6.4,0,FALSE,30,1,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","SR Watson",6.5,0,FALSE,30,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","SR Watson",6.6,1,FALSE,31,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"Mohammed Shami","SR Watson",7.1,0,FALSE,31,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","SR Watson",7.2,0,FALSE,31,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","SR Watson",7.3,0,FALSE,31,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","SR Watson",7.4,0,FALSE,31,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","SR Watson",7.5,0,FALSE,31,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","SR Watson",7.6,0,FALSE,31,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"B Kumar","AJ Finch",8.1,1,FALSE,32,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","SR Watson",8.2,0,FALSE,32,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","SR Watson",8.3,4,FALSE,36,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","SR Watson",8.4,1,FALSE,37,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","AJ Finch",8.5,0,FALSE,37,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"B Kumar","AJ Finch",8.6,0,FALSE,37,0,"Australia",1,"field","India","6  wickets","India","Right","Spin"
"Mohammed Shami","SR Watson",9.1,0,TRUE,38,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","SR Watson",9.1,0,FALSE,38,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
"Mohammed Shami","SR Watson",9.2,1,FALSE,39,0,"Australia",1,"field","India","6  wickets","India","Right","Fast"
