"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner"
"B Kumar","AJ Finch",0.1,0,FALSE,0,0,"Australia",1,"field","India","6  wickets","India"
"B Kumar","AJ Finch",0.2,0,FALSE,0,0,"Australia",1,"field","India","6  wickets","India"
"B Kumar","AJ Finch",0.3,4,FALSE,4,0,"Australia",1,"field","India","6  wickets","India"
"B Kumar","AJ Finch",0.4,1,FALSE,5,0,"Australia",1,"field","India","6  wickets","India"
"B Kumar","NJ Maddinson",0.5,0,FALSE,5,0,"Australia",1,"field","India","6  wickets","India"
"B Kumar","NJ Maddinson",0.6,4,FALSE,9,0,"Australia",1,"field","India","6  wickets","India"
"R Vinay Kumar","AJ Finch",1.1,1,FALSE,10,0,"Australia",1,"field","India","6  wickets","India"
"R Vinay Kumar","NJ Maddinson",1.2,0,FALSE,10,0,"Australia",1,"field","India","6  wickets","India"
"R Vinay Kumar","NJ Maddinson",1.3,4,FALSE,14,0,"Australia",1,"field","India","6  wickets","India"
"R Vinay Kumar","NJ Maddinson",1.4,4,FALSE,18,0,"Australia",1,"field","India","6  wickets","India"
"R Vinay Kumar","NJ Maddinson",1.5,1,FALSE,19,0,"Australia",1,"field","India","6  wickets","India"
"R Vinay Kumar","AJ Finch",1.6,0,FALSE,19,0,"Australia",1,"field","India","6  wickets","India"
"R Ashwin","NJ Maddinson",2.1,4,FALSE,23,0,"Australia",1,"field","India","6  wickets","India"
"R Ashwin","NJ Maddinson",2.2,1,FALSE,24,0,"Australia",1,"field","India","6  wickets","India"
"R Ashwin","AJ Finch",2.3,4,FALSE,28,0,"Australia",1,"field","India","6  wickets","India"
"R Ashwin","AJ Finch",2.4,4,FALSE,32,0,"Australia",1,"field","India","6  wickets","India"
"R Ashwin","AJ Finch",2.5,0,FALSE,32,0,"Australia",1,"field","India","6  wickets","India"
"R Ashwin","AJ Finch",2.6,4,FALSE,36,0,"Australia",1,"field","India","6  wickets","India"
"I Sharma","NJ Maddinson",3.1,6,FALSE,42,0,"Australia",1,"field","India","6  wickets","India"
"I Sharma","NJ Maddinson",3.2,4,FALSE,46,0,"Australia",1,"field","India","6  wickets","India"
"I Sharma","NJ Maddinson",3.3,0,FALSE,46,0,"Australia",1,"field","India","6  wickets","India"
