"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner"
"S Sreesanth","AC Gilchrist",0.1,2,FALSE,2,0,"Australia",1,"bat","Australia","  runs","Australia"
"S Sreesanth","AC Gilchrist",0.2,0,FALSE,2,0,"Australia",1,"bat","Australia","  runs","Australia"
"S Sreesanth","AC Gilchrist",0.3,0,FALSE,2,0,"Australia",1,"bat","Australia","  runs","Australia"
"S Sreesanth","AC Gilchrist",0.4,4,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"S Sreesanth","AC Gilchrist",0.5,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"S Sreesanth","AC Gilchrist",0.6,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","ML Hayden",1.1,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","ML Hayden",1.2,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","ML Hayden",1.3,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","ML Hayden",1.4,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","ML Hayden",1.5,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","ML Hayden",1.6,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"S Sreesanth","AC Gilchrist",2.1,0,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia"
"S Sreesanth","AC Gilchrist",2.2,4,FALSE,10,0,"Australia",1,"bat","Australia","  runs","Australia"
"S Sreesanth","AC Gilchrist",2.3,0,FALSE,10,0,"Australia",1,"bat","Australia","  runs","Australia"
"S Sreesanth","AC Gilchrist",2.4,0,FALSE,10,0,"Australia",1,"bat","Australia","  runs","Australia"
"S Sreesanth","AC Gilchrist",2.5,0,FALSE,10,0,"Australia",1,"bat","Australia","  runs","Australia"
"S Sreesanth","AC Gilchrist",2.6,4,FALSE,14,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","ML Hayden",3.1,2,FALSE,16,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","ML Hayden",3.2,0,FALSE,16,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","ML Hayden",3.3,0,FALSE,16,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","ML Hayden",3.4,0,FALSE,16,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","ML Hayden",3.5,0,FALSE,16,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","ML Hayden",3.6,0,TRUE,17,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","ML Hayden",3.6,0,FALSE,17,0,"Australia",1,"bat","Australia","  runs","Australia"
"MM Patel","AC Gilchrist",4.1,1,FALSE,18,0,"Australia",1,"bat","Australia","  runs","Australia"
"MM Patel","ML Hayden",4.2,0,FALSE,18,0,"Australia",1,"bat","Australia","  runs","Australia"
"MM Patel","ML Hayden",4.3,0,FALSE,18,0,"Australia",1,"bat","Australia","  runs","Australia"
"MM Patel","ML Hayden",4.4,6,FALSE,24,0,"Australia",1,"bat","Australia","  runs","Australia"
"MM Patel","ML Hayden",4.5,0,FALSE,24,0,"Australia",1,"bat","Australia","  runs","Australia"
"MM Patel","ML Hayden",4.6,0,FALSE,24,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","AC Gilchrist",5.1,0,FALSE,24,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","AC Gilchrist",5.2,0,TRUE,25,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","AC Gilchrist",5.2,0,FALSE,25,0,"Australia",1,"bat","Australia","  runs","Australia"
"I Sharma","AC Gilchrist",5.3,0,FALSE,25,1,"Australia",1,"bat","Australia","  runs","Australia"
