"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner","batter_style","bowler_style"
"GD McGrath","G Gambhir",0.1,0,FALSE,0,0,"India",1,"bat","India","  runs","India","Left","Fast"
"GD McGrath","G Gambhir",0.2,1,FALSE,1,0,"India",1,"bat","India","  runs","India","Left","Fast"
"GD McGrath","V Sehwag",0.3,1,FALSE,2,0,"India",1,"bat","India","  runs","India","Right","Fast"
"GD McGrath","G Gambhir",0.4,0,FALSE,2,0,"India",1,"bat","India","  runs","India","Left","Fast"
"GD McGrath","G Gambhir",0.5,1,FALSE,3,0,"India",1,"bat","India","  runs","India","Left","Fast"
"GD McGrath","V Sehwag",0.6,0,FALSE,3,0,"India",1,"bat","India","  runs","India","Right","Fast"
"JN Gillespie","G Gambhir",1.1,1,FALSE,4,0,"India",1,"bat","India","  runs","India","Left","Spin"
"JN Gillespie","V Sehwag",1.2,0,FALSE,4,0,"India",1,"bat","India","  runs","India","Right","Spin"
"JN Gillespie","V Sehwag",1.3,0,FALSE,4,0,"India",1,"bat","India","  runs","India","Right","Spin"
"JN Gillespie","V Sehwag",1.4,1,FALSE,5,0,"India",1,"bat","India","  runs","India","Right","Spin"
"JN Gillespie","G Gambhir",1.5,0,FALSE,5,0,"India",1,"bat","India","  runs","India","Left","Spin"
"JN Gillespie","G Gambhir",1.6,0,FALSE,5,0,"India",1,"bat","India","  runs","India","Left","Spin"
"GD McGrath","V Sehwag",2.1,4,FALSE,9,0,"India",1,"bat","India","  runs","India","Right","Fast"
"GD McGrath","V Sehwag",2.2,0,FALSE,9,0,"India",1,"bat","India","  runs","India","Right","Fast"
"GD McGrath","V Sehwag",2.3,2,FALSE,11,0,"India",1,"bat","India","  runs","India","Right","Fast"
"GD McGrath","V Sehwag",2.4,0,FALSE,11,0,"India",1,"bat","India","  runs","India","Right","Fast"
"GD McGrath","V Sehwag",2.5,0,FALSE,11,0,"India",1,"bat","India","  runs","India","Right","Fast"
"GD McGrath","V Sehwag",2.6,0,FALSE,11,1,"India",1,"bat","India","  runs","India","Right","Fast"
"JN Gillespie","G Gambhir",3.1,0,FALSE,11,2,"India",1,"bat","India","  runs","India","Left","Spin"
"JN Gillespie","SR Tendulkar",3.2,0,FALSE,11,0,"India",1,"bat","India","  runs","India","Right","Spin"
"JN Gillespie","SR Tendulkar",3.3,0,FALSE,11,0,"India",1,"bat","India","  runs","India","Right","Spin"
"JN Gillespie","SR Tendulkar",3.4,0,FALSE,11,0,"India",1,"bat","India","  runs","India","Right","Spin"
"JN Gillespie","SR Tendulkar",3.5,1,FALSE,12,0,"India",1,"bat","India","  runs","India","Right","Spin"
"JN Gillespie","R Dravid",3.6,0,FALSE,12,0,"India",1,"bat","India","  runs","India","Right","Spin"
"GD McGrath","SR Tendulkar",4.1,0,FALSE,12,0,"India",1,"bat","India","  runs","India","Right","Fast"
"GD McGrath","SR Tendulkar",4.2,0,FALSE,12,0,"India",1,"bat","India","  runs","India","Right","Fast"
"GD McGrath","SR Tendulkar",4.3,0,FALSE,12,0,"India",1,"bat","India","  runs","India","Right","Fast"
"GD McGrath","SR Tendulkar",4.4,0,FALSE,12,0,"India",1,"bat","India","  runs","India","Right","Fast"
"GD McGrath","SR Tendulkar",4.5,0,FALSE,12,0,"India",1,"bat","India","  runs","India","Right","Fast"
"GD McGrath","SR Tendulkar",4.6,0,FALSE,12,0,"India",1,"bat","India","  runs","India","Right","Fast"
"JN Gillespie","R Dravid",5.1,4,FALSE,16,0,"India",1,"bat","India","  runs","India","Right","Spin"
"JN Gillespie","R Dravid",5.2,0,FALSE,16,0,"India",1,"bat","India","  runs","India","Right","Spin"
"JN Gillespie","R Dravid",5.3,0,FALSE,16,0,"India",1,"bat","India","  runs","India","Right","Spin"
"JN Gillespie","R Dravid",5.4,0,FALSE,16,0,"India",1,"bat","India","  runs","India","Right","Spin"
"JN Gillespie","R Dravid",5.5,0,FALSE,16,0,"India",1,"bat","India","  runs","India","Right","Spin"
"JN Gillespie","R Dravid",5.6,0,FALSE,16,0,"India",1,"bat","India","  runs","India","Right","Spin"
"GD McGrath","SR Tendulkar",6.1,0,FALSE,16,0,"India",1,"bat","India","  runs","India","Right","Fast"
"GD McGrath","SR Tendulkar",6.2,0,FALSE,16,0,"India",1,"bat","India","  runs","India","Right","Fast"
"GD McGrath","SR Tendulkar",6.3,0,FALSE,16,0,"India",1,"bat","India","  runs","India","Right","Fast"
"GD McGrath","SR Tendulkar",6.4,0,FALSE,16,0,"India",1,"bat","India","  runs","India","Right","Fast"
"GD McGrath","SR Tendulkar",6.5,0,FALSE,16,0,"India",1,"bat","India","  runs","India","Right","Fast"
