"innings","over","runs_in_over","wickets_in_over","run_rate","score","required_run_rate","runs_in_previous_3_overs"
1,0,3,0,0.5,3,0,NA
1,1,1,0,0.166666666666667,4,0,NA
1,2,5,0,0.833333333333333,10,0,9
1,3,0,1,0,11,0,6
1,4,0,0,0,11,0,5
1,5,4,5,0.666666666666667,16,0,4
1,6,7,0,1.16666666666667,23,0,11
1,7,1,0,0.166666666666667,24,0,12
1,8,6,0,1,30,0,14
1,9,4,0,0.666666666666667,34,0,11
1,10,3,0,0.5,38,0,13
1,11,3,0,0.5,41,0,10
1,12,9,0,1.5,51,0,15
1,13,6,0,1,57,0,18
1,14,2,0,0.333333333333333,59,0,17
1,15,5,4,0.833333333333333,64,0,13
1,16,7,0,1.16666666666667,71,0,14
1,17,6,0,1,77,0,18
1,18,3,0,0.5,80,0,16
1,19,3,0,0.5,84,0,12
1,20,2,0,0.333333333333333,86,0,8
1,21,3,5,0.5,90,0,8
1,22,5,0,0.833333333333333,95,0,10
1,23,7,0,1.16666666666667,102,0,15
1,24,2,0,0.333333333333333,104,0,14
1,25,3,0,0.5,107,0,12
1,26,3,0,0.5,110,0,8
1,27,8,0,1.33333333333333,118,0,14
1,28,0,0,0,118,0,11
1,29,3,0,0.5,121,0,11
1,30,4,0,0.666666666666667,125,0,7
1,31,3,0,0.5,133,0,10
1,32,6,0,1,139,0,13
1,33,4,0,0.666666666666667,143,0,13
1,34,3,0,0.5,146,0,13
1,35,2,0,0.333333333333333,148,0,9
1,36,24,0,4,172,0,29
1,37,6,0,1,178,0,32
1,38,8,0,1.33333333333333,186,0,38
1,39,12,0,2,198,0,26
1,40,7,6,1.16666666666667,205,0,27
1,41,1,0,0.166666666666667,206,0,20
1,42,7,0,1.16666666666667,213,0,15
1,43,8,0,1.33333333333333,221,0,16
1,44,6,0,1,228,0,21
1,45,12,0,2,240,0,26
1,46,6,0,1,246,0,24
1,47,16,0,2.66666666666667,262,0,34
1,48,4,0,0.666666666666667,266,0,26
1,49,14,7,2.33333333333333,281,0,34
2,0,1,0,0.166666666666667,2,2.7,NA
2,1,5,0,0.833333333333333,7,2.6530612244898,NA
2,2,6,0,1,13,2.58333333333333,12
2,3,1,8,0.166666666666667,15,2.59574468085106,12
2,4,5,9,0.833333333333333,20,2.54347826086957,12
2,5,5,0,0.833333333333333,25,2.48888888888889,11
2,6,6,10,1,31,2.40909090909091,16
2,7,4,1,0.666666666666667,35,2.37209302325581,15
2,8,10,0,1.66666666666667,45,2.19047619047619,20
2,9,2,0,0.333333333333333,47,2.19512195121951,16
2,10,22,0,3.66666666666667,69,1.7,34
2,11,7,2,1.16666666666667,76,1.56410256410256,31
2,12,2,3,0.333333333333333,78,1.55263157894737,31
2,13,6,0,1,84,1.43243243243243,15
2,14,6,0,1,91,1.27777777777778,14
2,15,5,4,0.833333333333333,97,1.14285714285714,17
2,16,12,0,2,109,0.823529411764706,23
2,17,9,5,1.5,118,0.575757575757576,26
2,18,7,0,1.16666666666667,125,0.375,28
2,19,4,6,0.666666666666667,130,0.225806451612903,20
2,20,6,0,1,137,0,17
