"innings","over","runs_in_over","wickets_in_over","run_rate","score","required_run_rate","runs_in_previous_3_overs"
1,0,1,0,0.166666666666667,1,0,NA
1,1,6,0,1,7,0,NA
1,2,1,0,0.166666666666667,8,0,8
1,3,7,0,1.16666666666667,17,0,14
1,4,10,0,1.66666666666667,27,0,18
1,5,5,0,0.833333333333333,32,0,22
1,6,5,0,0.833333333333333,37,0,20
1,7,3,0,0.5,40,0,13
1,8,9,0,1.5,49,0,17
1,9,1,0,0.166666666666667,51,0,13
1,10,3,0,0.5,54,0,13
1,11,1,0,0.166666666666667,56,0,5
1,12,7,0,1.16666666666667,64,0,11
1,13,8,0,1.33333333333333,72,0,16
1,14,3,0,0.5,76,0,18
1,15,4,0,0.666666666666667,81,0,15
1,16,3,0,0.5,84,0,10
1,17,11,0,1.83333333333333,97,0,18
1,18,3,0,0.5,100,0,17
1,19,3,0,0.5,103,0,17
1,20,4,0,0.666666666666667,107,0,10
1,21,6,0,1,118,0,13
1,22,8,0,1.33333333333333,126,0,18
1,23,1,0,0.166666666666667,127,0,15
1,24,7,0,1.16666666666667,134,0,16
1,25,4,0,0.666666666666667,138,0,12
1,26,11,0,1.83333333333333,149,0,22
1,27,7,1,1.16666666666667,156,0,22
1,28,6,0,1,163,0,24
1,29,6,0,1,169,0,19
1,30,10,0,1.66666666666667,179,0,22
1,31,9,0,1.5,188,0,25
1,32,6,0,1,194,0,25
1,33,8,0,1.33333333333333,203,0,23
1,34,5,0,0.833333333333333,208,0,19
1,35,4,0,0.666666666666667,214,0,17
1,36,12,0,2,226,0,21
1,37,12,0,2,238,0,28
1,38,14,0,2.33333333333333,252,0,38
1,39,12,2,2,264,0,38
1,40,8,3,1.33333333333333,272,0,34
1,41,8,0,1.33333333333333,281,0,28
1,42,21,0,3.5,302,0,37
1,43,15,0,2.5,317,0,44
1,44,13,4,2.16666666666667,330,0,49
1,45,5,5,0.833333333333333,336,0,33
1,46,6,0,1,342,0,24
1,47,13,0,2.16666666666667,355,0,24
1,48,13,0,2.16666666666667,368,0,32
1,49,5,6,0.833333333333333,374,0,31
2,0,11,0,1.83333333333333,20,5.76,NA
2,1,12,0,2,32,5.63265306122449,NA
2,2,7,0,1.16666666666667,39,5.60416666666667,30
2,3,7,0,1.16666666666667,46,5.57446808510638,26
2,4,6,0,1,53,5.54347826086957,20
2,5,1,7,0.166666666666667,54,5.64444444444444,14
2,6,10,0,1.66666666666667,64,5.54545454545455,17
2,7,3,0,0.5,67,5.6046511627907,14
2,8,8,0,1.33333333333333,76,5.52380952380952,21
2,9,4,7,0.666666666666667,80,5.5609756097561,15
2,10,13,0,2.16666666666667,93,5.375,25
2,11,4,0,0.666666666666667,98,5.38461538461539,21
2,12,1,0,0.166666666666667,99,5.5,18
2,13,4,10,0.666666666666667,103,5.54054054054054,9
2,14,1,0,0.166666666666667,106,5.61111111111111,6
2,15,4,0,0.666666666666667,110,5.65714285714286,9
2,16,7,0,1.16666666666667,117,5.61764705882353,12
2,17,11,0,1.83333333333333,128,5.45454545454545,22
2,18,7,0,1.16666666666667,135,5.40625,25
2,19,9,0,1.5,144,5.29032258064516,27
2,20,5,0,0.833333333333333,149,5.3,21
2,21,1,0,0.166666666666667,151,5.41379310344828,15
2,22,18,0,3,169,4.96428571428571,24
2,23,4,0,0.666666666666667,173,5,23
2,24,6,0,1,180,4.92307692307692,28
2,25,2,0,0.333333333333333,182,5.04,12
2,26,2,0,0.333333333333333,185,5.125,10
2,27,5,0,0.833333333333333,190,5.1304347826087,9
2,28,11,0,1.83333333333333,201,4.86363636363636,18
2,29,7,0,1.16666666666667,208,4.76190476190476,23
2,30,5,0,0.833333333333333,213,4.75,23
2,31,5,0,0.833333333333333,218,4.73684210526316,17
2,32,3,0,0.5,221,4.83333333333333,13
2,33,6,0,1,227,4.76470588235294,14
2,34,4,1,0.666666666666667,231,4.8125,13
2,35,1,0,0.166666666666667,232,5.06666666666667,11
2,36,4,0,0.666666666666667,237,5.07142857142857,9
2,37,9,0,1.5,246,4.76923076923077,14
2,38,1,2,0.166666666666667,247,5.08333333333333,14
2,39,3,0,0.5,250,5.27272727272727,13
2,40,3,0,0.5,253,5.5,7
2,41,3,0,0.5,256,5.77777777777778,9
2,42,3,0,0.5,259,6.125,9
2,43,4,0,0.666666666666667,264,6.28571428571429,10
2,44,9,0,1.5,273,5.83333333333333,16
2,45,9,3,1.5,282,5.2,22
2,46,15,0,2.5,297,2.75,33
2,47,2,0,0.333333333333333,299,3,26
2,48,7,0,1.16666666666667,307,0.5,24
2,49,1,4,0.166666666666667,308,0,10
