"innings","over","runs_in_over","wickets_in_over","run_rate","score","required_run_rate","runs_in_previous_3_overs"
1,0,2,0,0.333333333333333,3,0,NA
1,1,5,0,0.833333333333333,8,0,NA
1,2,0,0,0,9,0,7
1,3,2,0,0.333333333333333,11,0,7
1,4,3,0,0.5,14,0,5
1,5,4,0,0.666666666666667,18,0,9
1,6,2,1,0.333333333333333,20,0,9
1,7,6,2,1,26,0,12
1,8,1,0,0.166666666666667,27,0,9
1,9,8,0,1.33333333333333,38,0,15
1,10,3,0,0.5,41,0,12
1,11,1,0,0.166666666666667,42,0,12
1,12,4,0,0.666666666666667,46,0,8
1,13,10,0,1.66666666666667,57,0,15
1,14,4,0,0.666666666666667,61,0,18
1,15,12,0,2,74,0,26
1,16,3,0,0.5,77,0,19
1,17,3,0,0.5,81,0,18
1,18,2,3,0.333333333333333,83,0,8
1,19,5,0,0.833333333333333,88,0,10
1,20,9,0,1.5,97,0,16
1,21,7,0,1.16666666666667,104,0,21
1,22,5,0,0.833333333333333,109,0,21
1,23,7,0,1.16666666666667,116,0,19
1,24,4,0,0.666666666666667,120,0,16
1,25,5,0,0.833333333333333,125,0,16
1,26,9,0,1.5,134,0,18
1,27,0,4,0,134,0,14
1,28,2,0,0.333333333333333,136,0,11
1,29,5,0,0.833333333333333,141,0,7
1,30,6,0,1,147,0,13
1,31,7,0,1.16666666666667,154,0,18
1,32,4,0,0.666666666666667,158,0,17
1,33,9,0,1.5,167,0,20
1,34,5,0,0.833333333333333,172,0,18
1,35,8,0,1.33333333333333,180,0,22
1,36,9,5,1.5,189,0,22
1,37,6,0,1,195,0,23
1,38,8,0,1.33333333333333,203,0,23
1,39,2,0,0.333333333333333,205,0,16
1,40,9,0,1.5,214,0,19
1,41,4,0,0.666666666666667,218,0,15
1,42,16,0,2.66666666666667,234,0,29
1,43,12,0,2,247,0,32
1,44,13,0,2.16666666666667,260,0,41
1,45,11,0,1.83333333333333,272,0,36
1,46,9,0,1.5,281,0,33
1,47,3,3,0.5,284,0,23
1,48,2,8,0.333333333333333,286,0,14
1,49,12,9,2,298,0,17
2,0,0,0,0,0,5.98,NA
2,1,9,0,1.5,9,5.91836734693878,NA
2,2,1,0,0.166666666666667,10,6.02083333333333,10
2,3,5,0,0.833333333333333,15,6.04255319148936,15
2,4,8,0,1.33333333333333,27,5.91304347826087,14
2,5,6,0,1,34,5.88888888888889,19
2,6,7,0,1.16666666666667,41,5.86363636363636,21
2,7,7,10,1.16666666666667,48,5.83720930232558,20
2,8,3,0,0.5,51,5.90476190476191,17
2,9,2,0,0.333333333333333,53,6,12
2,10,4,0,0.666666666666667,57,6.05,9
2,11,5,0,0.833333333333333,62,6.07692307692308,11
2,12,4,0,0.666666666666667,66,6.13157894736842,13
2,13,13,0,2.16666666666667,79,5.94594594594595,22
2,14,3,0,0.5,82,6.02777777777778,20
2,15,5,0,0.833333333333333,87,6.05714285714286,21
2,16,10,0,1.66666666666667,97,5.94117647058824,18
2,17,5,1,0.833333333333333,102,5.96969696969697,20
2,18,1,0,0.166666666666667,103,6.125,16
2,19,5,0,0.833333333333333,108,6.16129032258065,11
2,20,2,0,0.333333333333333,111,6.26666666666667,8
2,21,3,0,0.5,114,6.37931034482759,10
2,22,7,0,1.16666666666667,121,6.35714285714286,12
2,23,5,0,0.833333333333333,126,6.40740740740741,15
2,24,4,0,0.666666666666667,132,6.42307692307692,16
2,25,5,0,0.833333333333333,137,6.48,14
2,26,5,0,0.833333333333333,142,6.54166666666667,14
2,27,3,0,0.5,145,6.69565217391304,13
2,28,4,0,0.666666666666667,149,6.81818181818182,12
2,29,6,0,1,155,6.85714285714286,13
2,30,6,2,1,161,6.9,16
2,31,4,0,0.666666666666667,165,7.05263157894737,16
2,32,1,0,0.166666666666667,166,7.38888888888889,11
2,33,14,0,2.33333333333333,180,7,19
2,34,7,0,1.16666666666667,187,7,22
2,35,3,0,0.5,192,7.13333333333333,24
2,36,11,0,1.83333333333333,203,6.85714285714286,21
2,37,6,0,1,209,6.92307692307692,20
2,38,6,0,1,215,7,23
2,39,1,0,0.166666666666667,216,7.54545454545455,13
2,40,6,0,1,224,7.5,13
2,41,3,0,0.5,228,7.88888888888889,10
2,42,9,0,1.5,238,7.625,18
2,43,6,3,1,244,7.85714285714286,18
2,44,11,0,1.83333333333333,255,7.33333333333333,26
2,45,8,0,1.33333333333333,265,6.8,25
2,46,9,0,1.5,274,6.25,28
2,47,9,0,1.5,283,5.33333333333333,26
2,48,9,0,1.5,292,3.5,27
2,49,7,0,1.16666666666667,299,0,25
