"innings","over","runs_in_over","wickets_in_over","run_rate","score","required_run_rate","runs_in_previous_3_overs"
1,0,1,0,0.166666666666667,1,0,NA
1,1,4,0,0.666666666666667,5,0,NA
1,2,1,1,0.166666666666667,6,0,6
1,3,5,0,0.833333333333333,11,0,10
1,4,5,0,0.833333333333333,16,0,11
1,5,0,0,0,16,0,10
1,6,13,0,2.16666666666667,29,0,18
1,7,3,0,0.5,32,0,16
1,8,4,0,0.666666666666667,36,0,20
1,9,7,0,1.16666666666667,43,0,14
1,10,8,0,1.33333333333333,51,0,19
1,11,3,0,0.5,54,0,18
1,12,5,0,0.833333333333333,59,0,16
1,13,7,0,1.16666666666667,66,0,15
1,14,5,0,0.833333333333333,71,0,17
1,15,2,0,0.333333333333333,73,0,14
1,16,1,2,0.166666666666667,74,0,8
1,17,2,0,0.333333333333333,76,0,5
1,18,1,0,0.166666666666667,77,0,4
1,19,8,0,1.33333333333333,85,0,11
1,20,3,0,0.5,88,0,12
1,21,1,0,0.166666666666667,89,0,12
1,22,4,0,0.666666666666667,93,0,8
1,23,4,0,0.666666666666667,98,0,9
1,24,4,0,0.666666666666667,102,0,12
1,25,2,0,0.333333333333333,104,0,10
1,26,6,0,1,110,0,12
1,27,2,3,0.333333333333333,112,0,10
1,28,6,0,1,118,0,14
1,29,1,9,0.166666666666667,119,0,9
1,30,2,0,0.333333333333333,123,0,9
1,31,7,0,1.16666666666667,130,0,10
1,32,1,0,0.166666666666667,131,0,10
1,33,3,0,0.5,134,0,11
1,34,4,0,0.666666666666667,138,0,8
1,35,2,6,0.333333333333333,140,0,9
1,36,0,7,0,140,0,6
1,37,2,0,0.333333333333333,142,0,4
1,38,3,0,0.5,145,0,5
1,39,11,0,1.83333333333333,156,0,16
1,40,4,0,0.666666666666667,160,0,18
1,41,0,0,0,164,0,15
1,42,3,8,0.5,168,0,7
1,43,0,0,0,168,0,3
1,44,3,0,0.5,172,0,6
1,45,3,0,0.5,175,0,6
1,46,7,0,1.16666666666667,183,0,13
1,47,3,0,0.5,188,0,13
1,48,7,9,1.16666666666667,195,0,17
1,49,4,10,0.666666666666667,199,0,14
2,0,0,1,0,2,3.98,NA
2,1,0,5,0,2,4.06122448979592,NA
2,2,3,0,0.5,5,4.08333333333333,3
2,3,5,0,0.833333333333333,10,4.06382978723404,8
2,4,1,0,0.166666666666667,12,4.10869565217391,9
2,5,6,0,1,18,4.06666666666667,12
2,6,2,0,0.333333333333333,20,4.11363636363636,9
2,7,1,0,0.166666666666667,21,4.18604651162791,9
2,8,5,0,0.833333333333333,26,4.16666666666667,8
2,9,1,0,0.166666666666667,27,4.24390243902439,7
2,10,6,0,1,33,4.2,12
2,11,2,0,0.333333333333333,35,4.25641025641026,9
2,12,3,0,0.5,38,4.28947368421053,11
2,13,3,0,0.5,41,4.32432432432432,8
2,14,8,0,1.33333333333333,49,4.22222222222222,14
2,15,3,0,0.5,52,4.25714285714286,14
2,16,4,0,0.666666666666667,56,4.26470588235294,15
2,17,13,0,2.16666666666667,69,4,20
2,18,4,0,0.666666666666667,73,4,21
2,19,7,0,1.16666666666667,80,3.90322580645161,24
2,20,2,0,0.333333333333333,82,3.96666666666667,13
2,21,5,0,0.833333333333333,87,3.93103448275862,14
2,22,3,0,0.5,90,3.96428571428571,10
2,23,2,0,0.333333333333333,92,4.03703703703704,10
2,24,5,0,0.833333333333333,97,4,10
2,25,3,0,0.5,100,4.04,10
2,26,5,0,0.833333333333333,105,4,13
2,27,8,0,1.33333333333333,116,3.69565217391304,16
2,28,3,0,0.5,119,3.72727272727273,16
2,29,1,0,0.166666666666667,120,3.85714285714286,12
2,30,4,0,0.666666666666667,124,3.85,8
2,31,7,0,1.16666666666667,132,3.63157894736842,12
2,32,7,0,1.16666666666667,139,3.44444444444444,18
2,33,7,0,1.16666666666667,146,3.23529411764706,21
2,34,5,0,0.833333333333333,151,3.125,19
2,35,8,0,1.33333333333333,159,2.8,20
2,36,8,0,1.33333333333333,167,2.42857142857143,21
2,37,1,4,0.166666666666667,168,2.53846153846154,17
2,38,4,0,0.666666666666667,172,2.41666666666667,13
2,39,9,0,1.5,182,1.72727272727273,14
2,40,13,0,2.16666666666667,195,0.6,26
2,41,6,0,1,201,0,28
