"innings","over","runs_in_over","wickets_in_over","run_rate","score","required_run_rate","runs_in_previous_3_overs"
1,0,0,0,0,0,0,NA
1,1,4,0,0.666666666666667,4,0,NA
1,2,5,0,0.833333333333333,9,0,9
1,3,7,0,1.16666666666667,18,0,16
1,4,5,0,0.833333333333333,24,0,17
1,5,2,1,0.333333333333333,26,0,14
1,6,8,0,1.33333333333333,35,0,15
1,7,5,0,0.833333333333333,40,0,15
1,8,8,0,1.33333333333333,48,0,21
1,9,1,0,0.166666666666667,49,0,14
1,10,10,0,1.66666666666667,59,0,19
1,11,9,0,1.5,68,0,20
1,12,8,0,1.33333333333333,76,0,27
1,13,1,0,0.166666666666667,77,0,18
1,14,4,0,0.666666666666667,81,0,13
1,15,3,2,0.5,84,0,8
1,16,3,0,0.5,87,0,10
1,17,1,0,0.166666666666667,88,0,7
1,18,8,0,1.33333333333333,96,0,12
1,19,7,0,1.16666666666667,104,0,16
1,20,3,0,0.5,107,0,18
1,21,3,0,0.5,111,0,13
1,22,3,3,0.5,114,0,9
1,23,4,0,0.666666666666667,118,0,10
1,24,4,0,0.666666666666667,122,0,11
1,25,3,4,0.5,125,0,11
1,26,3,0,0.5,128,0,10
1,27,5,0,0.833333333333333,133,0,11
1,28,6,0,1,139,0,14
1,29,5,0,0.833333333333333,144,0,16
1,30,5,0,0.833333333333333,149,0,16
1,31,3,5,0.5,152,0,13
1,32,3,0,0.5,155,0,11
1,33,1,0,0.166666666666667,156,0,7
1,34,8,0,1.33333333333333,164,0,12
1,35,3,0,0.5,167,0,12
1,36,6,0,1,173,0,17
1,37,3,0,0.5,176,0,12
1,38,8,0,1.33333333333333,184,0,17
1,39,8,0,1.33333333333333,192,0,19
1,40,6,0,1,198,0,22
1,41,6,0,1,204,0,20
1,42,5,0,0.833333333333333,209,0,17
1,43,7,0,1.16666666666667,216,0,18
1,44,10,0,1.66666666666667,226,0,22
1,45,17,0,2.83333333333333,243,0,34
1,46,16,0,2.66666666666667,260,0,43
1,47,19,0,3.16666666666667,279,0,52
1,48,10,0,1.66666666666667,289,0,45
1,49,12,0,2,302,0,41
2,0,2,0,0.333333333333333,2,5.74,NA
2,1,7,0,1.16666666666667,9,5.71428571428571,NA
2,2,5,0,0.833333333333333,14,5.72916666666667,14
2,3,4,0,0.666666666666667,18,5.76595744680851,16
2,4,7,0,1.16666666666667,25,5.73913043478261,16
2,5,0,6,0,25,5.86666666666667,11
2,6,4,0,0.666666666666667,33,5.81818181818182,11
2,7,7,0,1.16666666666667,44,5.69767441860465,11
2,8,1,0,0.166666666666667,45,5.80952380952381,12
2,9,6,0,1,51,5.80487804878049,14
2,10,5,0,0.833333333333333,56,5.825,12
2,11,8,7,1.33333333333333,64,5.76923076923077,19
2,12,2,0,0.333333333333333,66,5.86842105263158,15
2,13,0,0,0,66,6.02702702702703,10
2,14,6,0,1,72,6.02777777777778,8
2,15,2,0,0.333333333333333,74,6.14285714285714,8
2,16,9,0,1.5,83,6.05882352941176,17
2,17,10,0,1.66666666666667,93,5.93939393939394,21
2,18,2,0,0.333333333333333,95,6.0625,21
2,19,3,0,0.5,98,6.16129032258065,15
2,20,13,0,2.16666666666667,111,5.93333333333333,18
2,21,5,0,0.833333333333333,116,5.96551724137931,21
2,22,2,8,0.333333333333333,118,6.10714285714286,20
2,23,1,0,0.166666666666667,119,6.2962962962963,8
2,24,3,0,0.5,122,6.42307692307692,6
2,25,10,9,1.66666666666667,133,6.24,14
2,26,4,0,0.666666666666667,137,6.33333333333333,17
2,27,2,0,0.333333333333333,139,6.52173913043478,16
2,28,6,0,1,145,6.54545454545455,12
2,29,6,0,1,151,6.57142857142857,14
2,30,8,10,1.33333333333333,159,6.5,20
2,31,2,0,0.333333333333333,162,6.68421052631579,16
2,32,5,0,0.833333333333333,168,6.72222222222222,15
2,33,8,0,1.33333333333333,176,6.64705882352941,15
2,34,6,0,1,183,6.625,19
2,35,14,0,2.33333333333333,197,6.13333333333333,28
2,36,7,0,1.16666666666667,205,6,27
2,37,6,1,1,211,6,27
2,38,2,0,0.333333333333333,213,6.33333333333333,15
2,39,14,0,2.33333333333333,227,5.63636363636364,22
2,40,3,0,0.5,230,5.9,19
2,41,3,0,0.5,234,6.11111111111111,20
2,42,12,0,2,246,5.375,18
2,43,17,0,2.83333333333333,264,3.57142857142857,32
2,44,4,2,0.666666666666667,270,3.16666666666667,33
2,45,4,0,0.666666666666667,274,3,25
2,46,4,3,0.666666666666667,278,2.75,12
2,47,4,4,0.666666666666667,282,2.33333333333333,12
2,48,6,0,1,288,0.5,14
2,49,1,5,0.166666666666667,289,0,11
