"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner","batter_style","bowler_style"
"JP Behrendorff","KL Rahul",0.1,1,FALSE,1,0,"India",1,"field","Australia","7  wickets","Australia","Right","Fast"
"JP Behrendorff","S Dhawan",0.2,0,FALSE,1,0,"India",1,"field","Australia","7  wickets","Australia","Left","Fast"
"JP Behrendorff","S Dhawan",0.3,0,TRUE,2,0,"India",1,"field","Australia","7  wickets","Australia","Left","Fast"
"JP Behrendorff","KL Rahul",0.4,0,FALSE,2,0,"India",1,"field","Australia","7  wickets","Australia","Right","Fast"
"JP Behrendorff","KL Rahul",0.5,1,FALSE,3,0,"India",1,"field","Australia","7  wickets","Australia","Right","Fast"
"JP Behrendorff","S Dhawan",0.6,0,FALSE,3,0,"India",1,"field","Australia","7  wickets","Australia","Left","Fast"
"JA Richardson","KL Rahul",1.1,0,FALSE,3,0,"India",1,"field","Australia","7  wickets","Australia","Right","Spin"
"JA Richardson","KL Rahul",1.2,0,FALSE,3,0,"India",1,"field","Australia","7  wickets","Australia","Right","Spin"
"JA Richardson","KL Rahul",1.3,1,FALSE,4,0,"India",1,"field","Australia","7  wickets","Australia","Right","Spin"
"JA Richardson","S Dhawan",1.4,0,FALSE,4,0,"India",1,"field","Australia","7  wickets","Australia","Left","Spin"
"JA Richardson","S Dhawan",1.5,0,FALSE,4,0,"India",1,"field","Australia","7  wickets","Australia","Left","Spin"
"JA Richardson","S Dhawan",1.6,0,FALSE,4,0,"India",1,"field","Australia","7  wickets","Australia","Left","Spin"
"JP Behrendorff","KL Rahul",2.1,4,FALSE,8,0,"India",1,"field","Australia","7  wickets","Australia","Right","Fast"
"JP Behrendorff","KL Rahul",2.2,1,FALSE,9,0,"India",1,"field","Australia","7  wickets","Australia","Right","Fast"
"JP Behrendorff","S Dhawan",2.3,4,FALSE,13,0,"India",1,"field","Australia","7  wickets","Australia","Left","Fast"
"JP Behrendorff","S Dhawan",2.4,1,FALSE,14,0,"India",1,"field","Australia","7  wickets","Australia","Left","Fast"
"JP Behrendorff","KL Rahul",2.5,1,FALSE,15,0,"India",1,"field","Australia","7  wickets","Australia","Right","Fast"
"JP Behrendorff","S Dhawan",2.6,1,FALSE,16,0,"India",1,"field","Australia","7  wickets","Australia","Left","Fast"
"NM Coulter-Nile","S Dhawan",3.1,0,FALSE,16,0,"India",1,"field","Australia","7  wickets","Australia","Left","Fast"
"NM Coulter-Nile","S Dhawan",3.2,0,FALSE,16,0,"India",1,"field","Australia","7  wickets","Australia","Left","Fast"
"NM Coulter-Nile","S Dhawan",3.3,0,TRUE,17,0,"India",1,"field","Australia","7  wickets","Australia","Left","Fast"
"NM Coulter-Nile","S Dhawan",3.3,0,TRUE,18,0,"India",1,"field","Australia","7  wickets","Australia","Left","Fast"
"NM Coulter-Nile","S Dhawan",3.3,1,FALSE,19,0,"India",1,"field","Australia","7  wickets","Australia","Left","Fast"
"NM Coulter-Nile","KL Rahul",3.4,4,FALSE,23,0,"India",1,"field","Australia","7  wickets","Australia","Right","Fast"
"NM Coulter-Nile","KL Rahul",3.5,0,FALSE,23,0,"India",1,"field","Australia","7  wickets","Australia","Right","Fast"
"NM Coulter-Nile","KL Rahul",3.6,1,FALSE,24,0,"India",1,"field","Australia","7  wickets","Australia","Right","Fast"
"JA Richardson","KL Rahul",4.1,0,FALSE,24,0,"India",1,"field","Australia","7  wickets","Australia","Right","Spin"
"JA Richardson","KL Rahul",4.2,1,FALSE,25,0,"India",1,"field","Australia","7  wickets","Australia","Right","Spin"
"JA Richardson","S Dhawan",4.3,1,FALSE,26,0,"India",1,"field","Australia","7  wickets","Australia","Left","Spin"
"JA Richardson","KL Rahul",4.4,6,FALSE,32,0,"India",1,"field","Australia","7  wickets","Australia","Right","Spin"
"JA Richardson","KL Rahul",4.5,6,FALSE,38,0,"India",1,"field","Australia","7  wickets","Australia","Right","Spin"
"JA Richardson","KL Rahul",4.6,1,FALSE,39,0,"India",1,"field","Australia","7  wickets","Australia","Right","Spin"
"PJ Cummins","KL Rahul",5.1,1,FALSE,40,0,"India",1,"field","Australia","7  wickets","Australia","Right","Fast"
"PJ Cummins","S Dhawan",5.2,0,FALSE,40,0,"India",1,"field","Australia","7  wickets","Australia","Left","Fast"
"PJ Cummins","S Dhawan",5.3,1,FALSE,41,0,"India",1,"field","Australia","7  wickets","Australia","Left","Fast"
"PJ Cummins","KL Rahul",5.4,6,FALSE,47,0,"India",1,"field","Australia","7  wickets","Australia","Right","Fast"
"PJ Cummins","KL Rahul",5.5,6,FALSE,53,0,"India",1,"field","Australia","7  wickets","Australia","Right","Fast"
"PJ Cummins","KL Rahul",5.6,0,FALSE,53,0,"India",1,"field","Australia","7  wickets","Australia","Right","Fast"
"A Zampa","S Dhawan",6.1,1,FALSE,54,0,"India",1,"field","Australia","7  wickets","Australia","Left","Spin"
"A Zampa","KL Rahul",6.2,4,FALSE,58,0,"India",1,"field","Australia","7  wickets","Australia","Right","Spin"
"A Zampa","KL Rahul",6.3,1,FALSE,59,0,"India",1,"field","Australia","7  wickets","Australia","Right","Spin"
"A Zampa","S Dhawan",6.4,1,FALSE,60,0,"India",1,"field","Australia","7  wickets","Australia","Left","Spin"
"A Zampa","KL Rahul",6.5,0,FALSE,60,0,"India",1,"field","Australia","7  wickets","Australia","Right","Spin"
"A Zampa","KL Rahul",6.6,1,FALSE,61,0,"India",1,"field","Australia","7  wickets","Australia","Right","Spin"
"NM Coulter-Nile","KL Rahul",7.1,0,FALSE,61,1,"India",1,"field","Australia","7  wickets","Australia","Right","Fast"
