"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner","batter_style","bowler_style"
"B Kumar","DA Warner",0.1,0,FALSE,0,0,"Australia",1,"bat","India","  runs","India","Left","Spin"
"B Kumar","DA Warner",0.2,0,FALSE,0,0,"Australia",1,"bat","India","  runs","India","Left","Spin"
"B Kumar","DA Warner",0.3,4,FALSE,4,0,"Australia",1,"bat","India","  runs","India","Left","Spin"
"B Kumar","DA Warner",0.4,0,FALSE,4,0,"Australia",1,"bat","India","  runs","India","Left","Spin"
"B Kumar","DA Warner",0.5,0,FALSE,4,0,"Australia",1,"bat","India","  runs","India","Left","Spin"
"B Kumar","DA Warner",0.6,2,FALSE,6,0,"Australia",1,"bat","India","  runs","India","Left","Spin"
"I Sharma","EJM Cowan",1.1,0,FALSE,6,0,"Australia",1,"bat","India","  runs","India","right","Spin"
"I Sharma","EJM Cowan",1.2,0,FALSE,6,0,"Australia",1,"bat","India","  runs","India","right","Spin"
"I Sharma","EJM Cowan",1.3,0,FALSE,6,0,"Australia",1,"bat","India","  runs","India","right","Spin"
"I Sharma","EJM Cowan",1.4,0,FALSE,6,0,"Australia",1,"bat","India","  runs","India","right","Spin"
"I Sharma","EJM Cowan",1.5,0,FALSE,6,0,"Australia",1,"bat","India","  runs","India","right","Spin"
"I Sharma","EJM Cowan",1.6,0,FALSE,6,0,"Australia",1,"bat","India","  runs","India","right","Spin"
"B Kumar","DA Warner",2.1,0,TRUE,10,0,"Australia",1,"bat","India","  runs","India","Left","Spin"
"B Kumar","DA Warner",2.1,0,FALSE,10,1,"Australia",1,"bat","India","  runs","India","Left","Spin"
"B Kumar","PJ Hughes",2.2,0,FALSE,10,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"B Kumar","PJ Hughes",2.3,0,FALSE,10,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"B Kumar","PJ Hughes",2.4,0,FALSE,10,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"B Kumar","PJ Hughes",2.5,0,FALSE,10,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"I Sharma","EJM Cowan",3.1,0,FALSE,10,0,"Australia",1,"bat","India","  runs","India","right","Spin"
"I Sharma","EJM Cowan",3.2,0,FALSE,10,0,"Australia",1,"bat","India","  runs","India","right","Spin"
"I Sharma","EJM Cowan",3.3,4,FALSE,14,0,"Australia",1,"bat","India","  runs","India","right","Spin"
"I Sharma","EJM Cowan",3.4,0,FALSE,14,0,"Australia",1,"bat","India","  runs","India","right","Spin"
"I Sharma","EJM Cowan",3.5,0,FALSE,14,0,"Australia",1,"bat","India","  runs","India","right","Spin"
"I Sharma","EJM Cowan",3.6,0,FALSE,14,0,"Australia",1,"bat","India","  runs","India","right","Spin"
"B Kumar","PJ Hughes",4.1,1,FALSE,15,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"B Kumar","EJM Cowan",4.2,0,FALSE,15,2,"Australia",1,"bat","India","  runs","India","right","Spin"
"B Kumar","SR Watson",4.3,0,FALSE,15,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"B Kumar","SR Watson",4.4,0,FALSE,15,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"B Kumar","SR Watson",4.5,4,FALSE,19,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"B Kumar","SR Watson",4.6,0,FALSE,19,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"I Sharma","PJ Hughes",5.1,0,FALSE,19,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"I Sharma","PJ Hughes",5.2,0,FALSE,19,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"I Sharma","PJ Hughes",5.3,4,FALSE,23,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"I Sharma","PJ Hughes",5.4,0,FALSE,23,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"I Sharma","PJ Hughes",5.5,0,FALSE,23,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"I Sharma","PJ Hughes",5.6,0,FALSE,23,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"B Kumar","SR Watson",6.1,0,FALSE,23,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"B Kumar","SR Watson",6.2,0,FALSE,23,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
"B Kumar","SR Watson",6.3,0,FALSE,23,0,"Australia",1,"bat","India","  runs","India","Right","Spin"
