"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner","batter_style","bowler_style"
"GD McGrath","SC Ganguly",0.1,2,FALSE,2,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"GD McGrath","SC Ganguly",0.2,0,FALSE,2,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"GD McGrath","SC Ganguly",0.3,0,FALSE,2,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"GD McGrath","SC Ganguly",0.4,0,TRUE,3,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"GD McGrath","SR Tendulkar",0.5,0,FALSE,3,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"GD McGrath","SR Tendulkar",0.6,0,FALSE,3,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"B Lee","SC Ganguly",1.1,1,FALSE,4,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"B Lee","SR Tendulkar",1.2,0,FALSE,4,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"B Lee","SR Tendulkar",1.3,0,FALSE,4,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"B Lee","SR Tendulkar",1.4,1,FALSE,5,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"B Lee","SC Ganguly",1.5,0,TRUE,7,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"B Lee","SC Ganguly",1.6,0,FALSE,7,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"GD McGrath","SR Tendulkar",2.1,0,FALSE,7,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"GD McGrath","SR Tendulkar",2.2,1,FALSE,8,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"GD McGrath","SC Ganguly",2.3,0,FALSE,8,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"GD McGrath","SC Ganguly",2.4,0,FALSE,8,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"GD McGrath","SC Ganguly",2.5,0,FALSE,8,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"GD McGrath","SC Ganguly",2.6,1,FALSE,9,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"B Lee","SC Ganguly",3.1,0,FALSE,9,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"B Lee","SC Ganguly",3.2,0,FALSE,9,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"B Lee","SC Ganguly",3.3,0,TRUE,10,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"B Lee","SR Tendulkar",3.4,0,FALSE,10,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"B Lee","SR Tendulkar",3.5,0,FALSE,10,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"B Lee","SR Tendulkar",3.6,0,FALSE,10,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
