"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner","batter_style","bowler_style"
"P Kumar","SR Watson",0.1,0,FALSE,0,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",0.2,1,FALSE,1,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SE Marsh",0.3,0,FALSE,1,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SE Marsh",0.4,0,FALSE,1,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SE Marsh",0.5,0,FALSE,1,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SE Marsh",0.6,0,FALSE,1,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"A Nehra","SR Watson",1.1,0,FALSE,1,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SR Watson",1.2,0,FALSE,1,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SR Watson",1.3,0,FALSE,1,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SR Watson",1.4,2,FALSE,3,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SR Watson",1.5,0,FALSE,3,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SR Watson",1.6,0,TRUE,4,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SR Watson",1.6,1,FALSE,5,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"P Kumar","SR Watson",2.1,0,FALSE,5,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",2.2,0,FALSE,5,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",2.3,0,TRUE,6,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",2.3,0,FALSE,6,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",2.4,4,FALSE,10,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",2.5,1,FALSE,11,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SE Marsh",2.6,0,FALSE,11,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"A Nehra","SR Watson",3.1,0,FALSE,11,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SR Watson",3.2,3,FALSE,14,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SE Marsh",3.3,0,FALSE,14,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SE Marsh",3.4,0,FALSE,14,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SE Marsh",3.5,0,FALSE,14,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SE Marsh",3.6,1,FALSE,15,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"P Kumar","SE Marsh",4.1,1,FALSE,16,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",4.2,1,FALSE,17,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SE Marsh",4.3,1,FALSE,18,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",4.4,0,FALSE,18,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",4.5,0,FALSE,18,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",4.6,1,FALSE,19,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"A Nehra","SR Watson",5.1,0,FALSE,19,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SR Watson",5.2,1,FALSE,20,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SE Marsh",5.3,0,FALSE,20,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SE Marsh",5.4,0,FALSE,20,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SE Marsh",5.5,0,FALSE,20,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SE Marsh",5.6,1,FALSE,21,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"P Kumar","SE Marsh",6.1,0,FALSE,21,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SE Marsh",6.2,1,FALSE,22,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",6.3,1,FALSE,23,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SE Marsh",6.4,0,FALSE,23,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SE Marsh",6.5,0,FALSE,23,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SE Marsh",6.6,0,FALSE,23,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"A Nehra","SR Watson",7.1,1,FALSE,24,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SE Marsh",7.2,0,FALSE,24,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SE Marsh",7.3,0,FALSE,24,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SE Marsh",7.4,0,FALSE,24,1,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","RT Ponting",7.5,4,FALSE,28,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","RT Ponting",7.6,0,FALSE,28,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"P Kumar","SR Watson",8.1,0,FALSE,28,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",8.2,0,FALSE,28,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",8.3,1,FALSE,29,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","RT Ponting",8.4,0,FALSE,29,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","RT Ponting",8.5,0,FALSE,29,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","RT Ponting",8.6,0,FALSE,29,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"A Nehra","SR Watson",9.1,0,FALSE,29,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SR Watson",9.2,2,FALSE,31,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SR Watson",9.3,0,FALSE,31,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SR Watson",9.4,4,FALSE,35,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","SR Watson",9.5,1,FALSE,36,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"A Nehra","RT Ponting",9.6,1,FALSE,37,0,"Australia",1,"field","Australia","  runs","Australia","Right","Fast"
"P Kumar","RT Ponting",10.1,0,FALSE,37,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","RT Ponting",10.2,0,FALSE,37,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","RT Ponting",10.3,0,FALSE,37,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","RT Ponting",10.4,1,FALSE,38,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",10.5,4,FALSE,42,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",10.6,1,FALSE,43,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","SR Watson",11.1,0,FALSE,43,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","SR Watson",11.2,1,FALSE,44,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","RT Ponting",11.3,0,FALSE,44,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","RT Ponting",11.4,2,FALSE,46,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","RT Ponting",11.5,6,FALSE,52,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","RT Ponting",11.6,4,FALSE,56,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",12.1,1,FALSE,57,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","RT Ponting",12.2,1,FALSE,58,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",12.3,4,FALSE,62,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","SR Watson",12.4,1,FALSE,63,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","RT Ponting",12.5,0,FALSE,63,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"P Kumar","RT Ponting",12.6,0,FALSE,63,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","SR Watson",13.1,4,FALSE,67,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","SR Watson",13.2,0,FALSE,67,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","SR Watson",13.3,1,FALSE,68,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","RT Ponting",13.4,0,FALSE,68,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","RT Ponting",13.5,0,FALSE,68,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","RT Ponting",13.6,0,FALSE,68,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"RA Jadeja","SR Watson",14.1,0,FALSE,68,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"RA Jadeja","SR Watson",14.2,0,FALSE,68,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"RA Jadeja","SR Watson",14.3,0,FALSE,68,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"RA Jadeja","SR Watson",14.4,4,FALSE,72,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"RA Jadeja","SR Watson",14.5,1,FALSE,73,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"RA Jadeja","RT Ponting",14.6,0,FALSE,73,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","SR Watson",15.1,1,FALSE,74,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","RT Ponting",15.2,0,FALSE,74,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","RT Ponting",15.3,2,FALSE,76,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","RT Ponting",15.4,1,FALSE,77,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","SR Watson",15.5,0,FALSE,77,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","SR Watson",15.6,0,FALSE,77,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"RA Jadeja","RT Ponting",16.1,0,FALSE,77,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"RA Jadeja","RT Ponting",16.2,0,FALSE,77,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"RA Jadeja","RT Ponting",16.3,0,FALSE,77,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"RA Jadeja","RT Ponting",16.4,0,FALSE,77,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"RA Jadeja","RT Ponting",16.5,2,FALSE,79,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"RA Jadeja","RT Ponting",16.6,1,FALSE,80,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","RT Ponting",17.1,0,FALSE,80,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","RT Ponting",17.2,4,FALSE,84,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","RT Ponting",17.3,2,FALSE,86,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","RT Ponting",17.4,1,FALSE,87,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","SR Watson",17.5,0,FALSE,87,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"I Sharma","SR Watson",17.6,1,FALSE,88,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"Harbhajan Singh","SR Watson",18.1,0,FALSE,88,2,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"Harbhajan Singh","CL White",18.2,0,FALSE,88,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"Harbhajan Singh","CL White",18.3,1,FALSE,89,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"Harbhajan Singh","RT Ponting",18.4,1,FALSE,90,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"Harbhajan Singh","CL White",18.5,0,FALSE,90,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"Harbhajan Singh","CL White",18.6,1,FALSE,91,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
"Yuvraj Singh","CL White",19.1,0,FALSE,91,0,"Australia",1,"field","Australia","  runs","Australia","Right","Spin"
