"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner","batter_style","bowler_style"
"JN Gillespie","V Sehwag",0.1,1,FALSE,1,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"JN Gillespie","SR Tendulkar",0.2,0,FALSE,1,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"JN Gillespie","SR Tendulkar",0.3,0,FALSE,1,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"JN Gillespie","SR Tendulkar",0.4,0,FALSE,1,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"JN Gillespie","SR Tendulkar",0.5,0,FALSE,1,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"JN Gillespie","SR Tendulkar",0.6,1,FALSE,2,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"B Lee","SR Tendulkar",1.1,1,FALSE,3,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Fast"
"B Lee","V Sehwag",1.2,0,FALSE,3,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Fast"
"B Lee","V Sehwag",1.3,0,FALSE,3,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Fast"
"B Lee","V Sehwag",1.4,0,FALSE,3,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Fast"
"B Lee","V Sehwag",1.5,1,FALSE,4,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Fast"
"B Lee","SR Tendulkar",1.6,0,FALSE,4,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Fast"
"JN Gillespie","V Sehwag",2.1,0,FALSE,4,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"JN Gillespie","V Sehwag",2.2,1,FALSE,5,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"JN Gillespie","SR Tendulkar",2.3,0,FALSE,5,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"JN Gillespie","SR Tendulkar",2.4,1,FALSE,6,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"JN Gillespie","V Sehwag",2.5,0,FALSE,6,1,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"JN Gillespie","VVS Laxman",2.6,0,FALSE,6,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"B Lee","SR Tendulkar",3.1,0,FALSE,6,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Fast"
"B Lee","SR Tendulkar",3.2,0,FALSE,6,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Fast"
"B Lee","SR Tendulkar",3.3,0,FALSE,6,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Fast"
"B Lee","SR Tendulkar",3.4,0,FALSE,6,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Fast"
"B Lee","SR Tendulkar",3.5,1,FALSE,7,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Fast"
"B Lee","VVS Laxman",3.6,0,FALSE,7,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Fast"
"JN Gillespie","SR Tendulkar",4.1,4,FALSE,11,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"JN Gillespie","SR Tendulkar",4.2,0,FALSE,11,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"JN Gillespie","SR Tendulkar",4.3,0,FALSE,11,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"JN Gillespie","SR Tendulkar",4.4,0,FALSE,11,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"JN Gillespie","SR Tendulkar",4.5,0,FALSE,11,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"JN Gillespie","SR Tendulkar",4.6,0,FALSE,11,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Spin"
"B Lee","VVS Laxman",5.1,0,FALSE,11,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Fast"
"B Lee","VVS Laxman",5.2,0,FALSE,11,0,"India",1,"bat","Australia","7  wickets","Australia","Right","Fast"
