"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner","batter_style","bowler_style"
"GJ Maxwell","G Gambhir",0.1,2,FALSE,2,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GJ Maxwell","G Gambhir",0.2,0,FALSE,2,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GJ Maxwell","G Gambhir",0.3,0,FALSE,2,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GJ Maxwell","G Gambhir",0.4,4,FALSE,6,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GJ Maxwell","G Gambhir",0.5,1,FALSE,7,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GJ Maxwell","IK Pathan",0.6,0,TRUE,8,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"MA Starc","IK Pathan",1.1,1,FALSE,9,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"MA Starc","G Gambhir",1.2,1,FALSE,10,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"MA Starc","IK Pathan",1.3,0,FALSE,10,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"MA Starc","IK Pathan",1.4,0,TRUE,11,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"MA Starc","G Gambhir",1.5,4,FALSE,15,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"MA Starc","G Gambhir",1.6,0,FALSE,15,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"PJ Cummins","IK Pathan",2.1,1,FALSE,16,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"PJ Cummins","G Gambhir",2.2,4,FALSE,20,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"PJ Cummins","G Gambhir",2.3,0,FALSE,20,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"PJ Cummins","G Gambhir",2.4,0,FALSE,20,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"PJ Cummins","G Gambhir",2.5,1,FALSE,21,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"PJ Cummins","IK Pathan",2.6,0,FALSE,21,1,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"MA Starc","IK Pathan",3.1,1,FALSE,22,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"MA Starc","V Kohli",3.2,4,FALSE,26,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"MA Starc","V Kohli",3.3,1,FALSE,27,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"MA Starc","IK Pathan",3.4,1,FALSE,28,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"MA Starc","V Kohli",3.5,0,FALSE,28,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"MA Starc","V Kohli",3.6,1,FALSE,29,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"SR Watson","V Kohli",4.1,1,FALSE,30,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
"SR Watson","IK Pathan",4.2,6,FALSE,36,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"SR Watson","IK Pathan",4.3,0,FALSE,36,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"SR Watson","IK Pathan",4.4,1,FALSE,37,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"SR Watson","V Kohli",4.5,1,FALSE,38,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
"SR Watson","IK Pathan",4.6,4,FALSE,42,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"DT Christian","V Kohli",5.1,1,FALSE,43,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
"DT Christian","IK Pathan",5.2,1,FALSE,44,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"DT Christian","V Kohli",5.3,1,FALSE,45,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
"DT Christian","IK Pathan",5.4,1,FALSE,46,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"DT Christian","V Kohli",5.5,4,FALSE,50,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
"DT Christian","V Kohli",5.6,0,FALSE,50,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
"GB Hogg","IK Pathan",6.1,4,FALSE,54,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GB Hogg","IK Pathan",6.2,1,FALSE,55,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GB Hogg","V Kohli",6.3,1,FALSE,56,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
"GB Hogg","IK Pathan",6.4,0,FALSE,56,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GB Hogg","IK Pathan",6.5,0,FALSE,56,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GB Hogg","IK Pathan",6.6,0,FALSE,56,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"PJ Cummins","V Kohli",7.1,0,FALSE,56,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"PJ Cummins","V Kohli",7.2,0,FALSE,56,2,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"PJ Cummins","IK Pathan",7.3,2,FALSE,58,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"PJ Cummins","IK Pathan",7.4,1,FALSE,59,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"PJ Cummins","Yuvraj Singh",7.5,0,FALSE,59,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"PJ Cummins","Yuvraj Singh",7.6,1,FALSE,60,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"GB Hogg","Yuvraj Singh",8.1,0,FALSE,60,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GB Hogg","Yuvraj Singh",8.2,0,FALSE,60,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GB Hogg","Yuvraj Singh",8.3,4,FALSE,64,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GB Hogg","Yuvraj Singh",8.4,0,FALSE,64,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GB Hogg","Yuvraj Singh",8.5,1,FALSE,65,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GB Hogg","IK Pathan",8.6,1,FALSE,66,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GJ Maxwell","IK Pathan",9.1,1,FALSE,67,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GJ Maxwell","Yuvraj Singh",9.2,1,FALSE,68,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GJ Maxwell","IK Pathan",9.3,0,FALSE,68,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GJ Maxwell","IK Pathan",9.4,1,FALSE,69,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GJ Maxwell","Yuvraj Singh",9.5,1,FALSE,70,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GJ Maxwell","IK Pathan",9.6,0,FALSE,70,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"SR Watson","Yuvraj Singh",10.1,0,FALSE,70,3,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"SR Watson","IK Pathan",10.2,2,FALSE,72,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"SR Watson","IK Pathan",10.3,0,FALSE,72,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"SR Watson","IK Pathan",10.4,1,FALSE,73,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"SR Watson","RG Sharma",10.5,1,FALSE,74,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
"SR Watson","IK Pathan",10.6,0,FALSE,74,4,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"MA Starc","RG Sharma",11.1,0,FALSE,74,5,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"MA Starc","MS Dhoni",11.2,0,FALSE,74,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"MA Starc","MS Dhoni",11.3,1,FALSE,75,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"MA Starc","SK Raina",11.4,0,FALSE,75,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"MA Starc","SK Raina",11.5,1,FALSE,76,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Fast"
"MA Starc","MS Dhoni",11.6,2,FALSE,78,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Fast"
"GB Hogg","SK Raina",12.1,1,FALSE,79,0,"India",1,"bat","Australia","9  wickets","Australia","Left","Spin"
"GB Hogg","MS Dhoni",12.2,0,FALSE,79,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
"GB Hogg","MS Dhoni",12.3,0,TRUE,80,0,"India",1,"bat","Australia","9  wickets","Australia","Right","Spin"
