"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner","batter_style","bowler_style"
"JJ Bumrah","DA Warner",0.1,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"JJ Bumrah","DA Warner",0.2,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"JJ Bumrah","DA Warner",0.3,0,FALSE,0,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"JJ Bumrah","DA Warner",0.4,1,FALSE,1,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"JJ Bumrah","MR Marsh",0.5,4,FALSE,5,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Fast"
"JJ Bumrah","MR Marsh",0.6,0,FALSE,5,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Fast"
"Mohammed Siraj","DA Warner",1.1,0,FALSE,5,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"Mohammed Siraj","DA Warner",1.2,0,FALSE,5,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"Mohammed Siraj","DA Warner",1.3,1,FALSE,6,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"Mohammed Siraj","MR Marsh",1.4,1,FALSE,7,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Fast"
"Mohammed Siraj","DA Warner",1.5,0,FALSE,7,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"Mohammed Siraj","DA Warner",1.6,0,FALSE,7,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"JJ Bumrah","MR Marsh",2.1,4,FALSE,11,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Fast"
"JJ Bumrah","MR Marsh",2.2,0,FALSE,11,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Fast"
"JJ Bumrah","MR Marsh",2.3,0,FALSE,11,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Fast"
"JJ Bumrah","MR Marsh",2.4,6,FALSE,17,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Fast"
"JJ Bumrah","MR Marsh",2.5,4,FALSE,21,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Fast"
"JJ Bumrah","MR Marsh",2.6,0,FALSE,21,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Fast"
"Mohammed Siraj","DA Warner",3.1,4,FALSE,25,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"Mohammed Siraj","DA Warner",3.2,0,FALSE,25,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"Mohammed Siraj","DA Warner",3.3,0,FALSE,25,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"Mohammed Siraj","DA Warner",3.4,6,FALSE,31,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"Mohammed Siraj","DA Warner",3.5,0,FALSE,31,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"Mohammed Siraj","DA Warner",3.6,6,FALSE,37,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"JJ Bumrah","MR Marsh",4.1,0,FALSE,37,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Fast"
"JJ Bumrah","MR Marsh",4.2,1,FALSE,38,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Fast"
"JJ Bumrah","DA Warner",4.3,4,FALSE,42,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"JJ Bumrah","DA Warner",4.4,1,FALSE,43,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"JJ Bumrah","MR Marsh",4.5,0,FALSE,43,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Fast"
"JJ Bumrah","MR Marsh",4.6,1,FALSE,44,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Fast"
"Mohammed Siraj","MR Marsh",5.1,0,FALSE,44,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Fast"
"Mohammed Siraj","MR Marsh",5.2,1,FALSE,45,0,"Australia",1,"bat","Australia","  runs","Australia","Right","Fast"
"Mohammed Siraj","DA Warner",5.3,0,FALSE,45,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"Mohammed Siraj","DA Warner",5.4,0,FALSE,45,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"Mohammed Siraj","DA Warner",5.5,0,FALSE,45,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"Mohammed Siraj","DA Warner",5.6,1,FALSE,46,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
"M Prasidh Krishna","DA Warner",6.1,4,FALSE,50,0,"Australia",1,"bat","Australia","  runs","Australia","Left","Fast"
