"baller","batter","balls","runsperball","extra","total_score","wickets","country","innings","toss_decision","toss_winner","margin","match_winner","batter_style","bowler_style"
"A Nehra","UT Khawaja",0.1,1,FALSE,1,0,"Australia",1,"bat","India","7  wickets","India","Left","Fast"
"A Nehra","SR Watson",0.2,0,FALSE,1,0,"Australia",1,"bat","India","7  wickets","India","Right","Fast"
"A Nehra","SR Watson",0.3,0,FALSE,1,0,"Australia",1,"bat","India","7  wickets","India","Right","Fast"
"A Nehra","SR Watson",0.4,0,FALSE,1,0,"Australia",1,"bat","India","7  wickets","India","Right","Fast"
"A Nehra","SR Watson",0.5,0,FALSE,1,0,"Australia",1,"bat","India","7  wickets","India","Right","Fast"
"A Nehra","SR Watson",0.6,0,FALSE,1,0,"Australia",1,"bat","India","7  wickets","India","Right","Fast"
"JJ Bumrah","UT Khawaja",1.1,3,FALSE,4,0,"Australia",1,"bat","India","7  wickets","India","Left","Fast"
"JJ Bumrah","SR Watson",1.2,0,FALSE,4,0,"Australia",1,"bat","India","7  wickets","India","Right","Fast"
"JJ Bumrah","SR Watson",1.3,1,FALSE,5,0,"Australia",1,"bat","India","7  wickets","India","Right","Fast"
"JJ Bumrah","UT Khawaja",1.4,4,FALSE,9,0,"Australia",1,"bat","India","7  wickets","India","Left","Fast"
"JJ Bumrah","UT Khawaja",1.5,4,FALSE,13,0,"Australia",1,"bat","India","7  wickets","India","Left","Fast"
"JJ Bumrah","UT Khawaja",1.6,2,FALSE,15,0,"Australia",1,"bat","India","7  wickets","India","Left","Fast"
"A Nehra","SR Watson",2.1,1,FALSE,16,0,"Australia",1,"bat","India","7  wickets","India","Right","Fast"
"A Nehra","UT Khawaja",2.2,0,FALSE,16,1,"Australia",1,"bat","India","7  wickets","India","Left","Fast"
"A Nehra","SE Marsh",2.3,0,FALSE,16,0,"Australia",1,"bat","India","7  wickets","India","Right","Fast"
"A Nehra","SE Marsh",2.4,1,FALSE,17,0,"Australia",1,"bat","India","7  wickets","India","Right","Fast"
"A Nehra","SR Watson",2.5,6,FALSE,23,0,"Australia",1,"bat","India","7  wickets","India","Right","Fast"
"A Nehra","SR Watson",2.6,1,FALSE,24,0,"Australia",1,"bat","India","7  wickets","India","Right","Fast"
"JJ Bumrah","SR Watson",3.1,0,FALSE,24,0,"Australia",1,"bat","India","7  wickets","India","Right","Fast"
"JJ Bumrah","SR Watson",3.2,0,FALSE,24,0,"Australia",1,"bat","India","7  wickets","India","Right","Fast"
